Datetime,Open,High,Low,Close,Adj Close,Volume,Symbol,Date
,0050.TW,0050.TW,0050.TW,0050.TW,0050.TW,0050.TW,,
2025-08-11 01:00:00+00:00,52.349998474121094,52.45000076293945,52.04999923706055,52.45000076293945,52.45000076293945,0,0050.TW,1970-01-01 00:00:00.000000000
2025-08-11 02:00:00+00:00,52.400001525878906,52.599998474121094,52.400001525878906,52.599998474121094,52.599998474121094,15928275,0050.TW,1970-01-01 00:00:00.000000001
2025-08-11 03:00:00+00:00,52.599998474121094,53.099998474121094,52.54999923706055,52.95000076293945,52.95000076293945,18785598,0050.TW,1970-01-01 00:00:00.000000002
2025-08-11 04:00:00+00:00,52.95000076293945,53.0,52.849998474121094,52.900001525878906,52.900001525878906,10660800,0050.TW,1970-01-01 00:00:00.000000003
2025-08-11 05:00:00+00:00,52.95000076293945,52.95000076293945,52.79999923706055,52.900001525878906,52.900001525878906,5315202,0050.TW,1970-01-01 00:00:00.000000004
2025-08-12 01:00:00+00:00,52.849998474121094,52.849998474121094,52.54999923706055,52.75,52.75,0,0050.TW,1970-01-01 00:00:00.000000005
2025-08-12 02:00:00+00:00,52.75,52.75,52.650001525878906,52.75,52.75,9695032,0050.TW,1970-01-01 00:00:00.000000006
2025-08-12 03:00:00+00:00,52.75,52.849998474121094,52.650001525878906,52.849998474121094,52.849998474121094,13014151,0050.TW,1970-01-01 00:00:00.000000007
2025-08-12 04:00:00+00:00,52.79999923706055,53.0,52.79999923706055,52.900001525878906,52.900001525878906,9970139,0050.TW,1970-01-01 00:00:00.000000008
2025-08-12 05:00:00+00:00,52.95000076293945,52.95000076293945,52.79999923706055,52.95000076293945,52.95000076293945,6134085,0050.TW,1970-01-01 00:00:00.000000009
2025-08-13 01:00:00+00:00,53.150001525878906,53.20000076293945,53.0,53.099998474121094,53.099998474121094,0,0050.TW,1970-01-01 00:00:00.000000010
2025-08-13 02:00:00+00:00,53.099998474121094,53.400001525878906,53.099998474121094,53.400001525878906,53.400001525878906,21561672,0050.TW,1970-01-01 00:00:00.000000011
2025-08-13 03:00:00+00:00,53.400001525878906,53.400001525878906,52.95000076293945,53.04999923706055,53.04999923706055,21297865,0050.TW,1970-01-01 00:00:00.000000012
2025-08-13 04:00:00+00:00,53.0,53.29999923706055,52.95000076293945,53.25,53.25,9139623,0050.TW,1970-01-01 00:00:00.000000013
2025-08-13 05:00:00+00:00,53.29999923706055,53.349998474121094,53.25,53.349998474121094,53.349998474121094,6284263,0050.TW,1970-01-01 00:00:00.000000014
2025-08-14 01:00:00+00:00,53.20000076293945,53.29999923706055,53.099998474121094,53.099998474121094,53.099998474121094,0,0050.TW,1970-01-01 00:00:00.000000015
2025-08-14 02:00:00+00:00,53.150001525878906,53.150001525878906,52.95000076293945,53.04999923706055,53.04999923706055,15253052,0050.TW,1970-01-01 00:00:00.000000016
2025-08-14 03:00:00+00:00,53.04999923706055,53.04999923706055,52.95000076293945,53.0,53.0,10901107,0050.TW,1970-01-01 00:00:00.000000017
2025-08-14 04:00:00+00:00,53.04999923706055,53.150001525878906,53.0,53.150001525878906,53.150001525878906,6125989,0050.TW,1970-01-01 00:00:00.000000018
2025-08-14 05:00:00+00:00,53.150001525878906,53.150001525878906,53.099998474121094,53.150001525878906,53.150001525878906,7013397,0050.TW,1970-01-01 00:00:00.000000019
2025-08-15 01:00:00+00:00,53.150001525878906,53.150001525878906,52.79999923706055,52.900001525878906,52.900001525878906,0,0050.TW,1970-01-01 00:00:00.000000020
2025-08-15 02:00:00+00:00,52.95000076293945,53.150001525878906,52.900001525878906,53.099998474121094,53.099998474121094,11825458,0050.TW,1970-01-01 00:00:00.000000021
2025-08-15 03:00:00+00:00,53.099998474121094,53.25,53.04999923706055,53.25,53.25,6052913,0050.TW,1970-01-01 00:00:00.000000022
2025-08-15 04:00:00+00:00,53.25,53.29999923706055,53.20000076293945,53.25,53.25,6793348,0050.TW,1970-01-01 00:00:00.000000023
2025-08-15 05:00:00+00:00,53.20000076293945,53.25,53.099998474121094,53.150001525878906,53.150001525878906,4594102,0050.TW,1970-01-01 00:00:00.000000024
