日期,抓取時間,自營商_買賣超_千元,自營商_買賣超_億元,投信_買賣超_千元,投信_買賣超_億元,外資及陸資_買賣超_千元,外資及陸資_買賣超_億元,三大法人合計_買賣超_千元,三大法人合計_買賣超_億元
2025-07-30,2025-07-30 19:54:59,14833994796.0,148339.95,7738218313.0,77382.18,0.0,0.0,146292330885.0,1462923.31
