Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-05-12,43.56800183735857,43.94037792143856,43.56800183735857,43.86590194702149,53767756,0.0,0.0,0.0
2025-05-13,44.89614438609309,44.95820706631274,44.39964294433594,44.39964294433594,79922716,0.0,0.0,0.0
2025-05-14,45.144395769412775,45.40505599975586,45.0202704071521,45.40505599975586,90203212,0.0,0.0,0.0
2025-05-15,45.405054386312216,45.405054386312216,45.18163025738442,45.305755615234375,45677800,0.0,0.0,0.0
2025-05-16,45.24369400837382,45.47953143627593,45.107155353902485,45.42988204956055,37815732,0.0,0.0,0.0
2025-05-19,45.34299148194797,45.34299148194797,44.77201786908122,44.79684066772461,37940744,0.0,0.0,0.0
2025-05-20,45.14439586091789,45.28093072927704,44.80925586693256,44.883731842041016,21364336,0.0,0.0,0.0
2025-05-21,44.9085545471328,45.6408972148168,44.9085545471328,45.578834533691406,54450212,0.0,0.0,0.0
2025-05-22,45.19404467833503,45.19404467833503,44.83408188919036,45.082332611083984,33358772,0.0,0.0,0.0
2025-05-23,45.36781972646227,45.38023302024023,44.73477962384079,44.89614486694336,26094416,0.0,0.0,0.0
2025-05-26,44.846492767333984,45.05750740260349,44.75960728481547,44.846492767333984,55195720,0.0,0.0,0.0
2025-05-27,44.846490100006086,44.846490100006086,44.188627221184944,44.44929122924805,48275072,0.0,0.0,0.0
2025-05-28,44.9085549749004,45.02027083239459,44.263105357851465,44.52376937866211,32309448,0.0,0.0,0.0
2025-05-29,45.05750469902792,45.1071540843459,44.51135388451955,44.62306594848633,36265824,0.0,0.0,0.0
2025-06-02,44.18862921765869,44.201042511556885,43.50593972131846,43.66730117797852,70595756,0.0,0.0,0.0
2025-06-03,44.06450462725055,44.387231334234336,43.94037926210337,43.97761535644531,28229464,0.0,0.0,0.0
2025-06-04,44.51135681449443,45.00785827636719,44.47411693205065,45.00785827636719,45804932,0.0,0.0,0.0
2025-06-05,45.181631088584645,45.342992541556015,45.057505728451176,45.09474182128906,40696376,0.0,0.0,0.0
