Datetime,Open,High,Low,Close,Volume
2025-05-19 21:30:00+08:00,18953.701171875,19157.4765625,18950.365234375,19098.298828125,0.0
2025-05-19 22:30:00+08:00,19098.140625,19130.591796875,19081.0078125,19105.92578125,1387974000.0
2025-05-19 23:30:00+08:00,19106.412109375,19168.396484375,19103.71484375,19165.6484375,924131000.0
2025-05-20 00:30:00+08:00,19165.705078125,19227.126953125,19144.458984375,19207.806640625,936324000.0
2025-05-20 01:30:00+08:00,19207.623046875,19222.79296875,19147.890625,19156.580078125,1001278000.0
2025-05-20 02:30:00+08:00,19156.69140625,19194.40234375,19147.90625,19157.421875,865859000.0
2025-05-20 03:30:00+08:00,19157.21484375,19220.314453125,19156.240234375,19218.197265625,739425000.0
2025-05-20 21:30:00+08:00,19134.55859375,19155.65625,19072.078125,19112.126953125,0.0
2025-05-20 22:30:00+08:00,19110.544921875,19159.490234375,19104.34375,19140.123046875,1131591000.0
2025-05-20 23:30:00+08:00,19140.7421875,19160.841796875,19115.658203125,19148.6640625,788537000.0
2025-05-21 00:30:00+08:00,19148.46875,19186.205078125,19148.2890625,19167.42578125,623505000.0
2025-05-21 01:30:00+08:00,19167.611328125,19168.65234375,19067.353515625,19072.943359375,680616000.0
2025-05-21 02:30:00+08:00,19070.220703125,19099.060546875,19019.486328125,19087.28515625,727080000.0
2025-05-21 03:30:00+08:00,19089.966796875,19147.4296875,19089.92578125,19144.669921875,661227000.0
2025-05-21 21:30:00+08:00,19002.330078125,19123.291015625,19002.330078125,19094.576171875,0.0
2025-05-21 22:30:00+08:00,19096.66015625,19222.828125,19081.5703125,19211.34375,1253161000.0
2025-05-21 23:30:00+08:00,19210.591796875,19240.505859375,19187.240234375,19220.12890625,821564000.0
2025-05-22 00:30:00+08:00,19219.4140625,19241.373046875,18915.66796875,18915.66796875,898271000.0
2025-05-22 01:30:00+08:00,18904.099609375,19026.779296875,18885.77734375,18946.4609375,813449000.0
2025-05-22 02:30:00+08:00,18945.119140625,18982.12109375,18799.203125,18821.84375,769807000.0
2025-05-22 03:30:00+08:00,18821.5234375,18926.107421875,18821.5234375,18872.228515625,650616000.0
2025-05-22 21:30:00+08:00,18889.50390625,19043.384765625,18841.42578125,18964.17578125,0.0
2025-05-22 22:30:00+08:00,18964.830078125,18991.423828125,18908.8671875,18943.4375,1091895000.0
2025-05-22 23:30:00+08:00,18940.85546875,19041.171875,18939.69140625,18999.5859375,789982000.0
2025-05-23 00:30:00+08:00,18998.46875,19001.8046875,18934.765625,18993.888671875,653807000.0
2025-05-23 01:30:00+08:00,18994.171875,19033.984375,18980.095703125,19018.28515625,636881000.0
2025-05-23 02:30:00+08:00,19017.45703125,19060.939453125,19003.9609375,19049.375,636085000.0
2025-05-23 03:30:00+08:00,19050.69140625,19052.54296875,18916.326171875,18916.326171875,621553000.0
2025-05-23 21:30:00+08:00,18623.150390625,18752.466796875,18607.65234375,18714.724609375,0.0
2025-05-23 22:30:00+08:00,18714.59765625,18751.9921875,18671.49609375,18729.119140625,1035995000.0
2025-05-23 23:30:00+08:00,18731.01953125,18766.107421875,18700.451171875,18738.201171875,834120000.0
2025-05-24 00:30:00+08:00,18738.001953125,18828.48828125,18712.685546875,18828.34765625,777930000.0
2025-05-24 01:30:00+08:00,18825.59375,18841.51953125,18778.44921875,18798.263671875,801059000.0
2025-05-24 02:30:00+08:00,18797.3515625,18820.466796875,18753.505859375,18771.865234375,627007000.0
2025-05-24 03:30:00+08:00,18769.080078125,18806.640625,18725.380859375,18740.8203125,574204000.0
2025-05-27 21:30:00+08:00,19020.71875,19118.3125,18964.609375,19105.62890625,0.0
2025-05-27 22:30:00+08:00,19107.818359375,19128.671875,19085.791015625,19122.78125,1144793000.0
2025-05-27 23:30:00+08:00,19121.18359375,19155.8046875,19104.275390625,19146.453125,797344000.0
2025-05-28 00:30:00+08:00,19146.029296875,19191.080078125,19146.029296875,19180.740234375,755565000.0
2025-05-28 01:30:00+08:00,19178.83984375,19210.884765625,19174.78125,19184.404296875,627975000.0
2025-05-28 02:30:00+08:00,19183.6328125,19188.9921875,19157.462890625,19163.8203125,656116000.0
2025-05-28 03:30:00+08:00,19163.5703125,19197.8515625,19145.564453125,19197.8515625,667819000.0
2025-05-28 21:30:00+08:00,19237.71875,19273.05859375,19162.87109375,19174.75390625,0.0
2025-05-28 22:30:00+08:00,19173.99609375,19190.10546875,19147.763671875,19177.46484375,1068816000.0
2025-05-28 23:30:00+08:00,19177.03125,19189.48828125,19154.53515625,19184.5703125,839408000.0
2025-05-29 00:30:00+08:00,19182.05859375,19204.640625,19169.23828125,19199.048828125,608783000.0
