Date,Open,High,Low,Close,Adj Close,Volume,Symbol
,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,
2025-05-19,106430.53125,107068.71875,102112.6875,105606.1796875,105606.1796875,61761126647,BTC-USD
2025-05-20,105605.40625,107307.1171875,104206.515625,106791.0859375,106791.0859375,36515726122,BTC-USD
2025-05-21,106791.3125,110724.4609375,106127.234375,109678.078125,109678.078125,78086364051,BTC-USD
2025-05-22,109673.4921875,111970.171875,109285.0703125,111673.28125,111673.28125,70157575642,BTC-USD
2025-05-23,111679.359375,111798.90625,106841.3046875,107287.796875,107287.796875,67548133399,BTC-USD
2025-05-24,107278.5078125,109454.5234375,106895.2890625,107791.15625,107791.15625,45903627163,BTC-USD
2025-05-25,107802.2734375,109313.3046875,106683.375,109035.390625,109035.390625,47518041841,BTC-USD
2025-05-26,109023.78125,110376.8828125,108735.640625,109440.3671875,109440.3671875,45950461571,BTC-USD
2025-05-27,109440.40625,110744.2109375,107609.5546875,108994.640625,108994.640625,57450176272,BTC-USD
2025-05-28,108992.171875,109298.2890625,106812.9296875,107802.328125,107802.328125,49155377493,BTC-USD
2025-05-29,107795.5703125,108910.046875,105374.3984375,105641.7578125,105641.7578125,56022752042,BTC-USD
2025-05-30,105646.2109375,106308.9453125,103685.7890625,103998.5703125,103998.5703125,57655287183,BTC-USD
2025-05-31,103994.71875,104927.1015625,103136.1171875,104638.09375,104638.09375,38997843858,BTC-USD
2025-06-01,104637.296875,105884.546875,103826.953125,105652.1015625,105652.1015625,37397056873,BTC-USD
2025-06-02,105649.8125,105958.3125,103727.546875,105881.53125,105881.53125,45819706290,BTC-USD
2025-06-03,105888.4765625,106813.578125,104920.84375,105432.46875,105432.46875,46196508367,BTC-USD
2025-06-04,105434.3671875,105997.6953125,104232.703125,104731.984375,104731.984375,44544857105,BTC-USD
2025-06-05,104750.78125,105936.6875,100436.8828125,101575.953125,101575.953125,57479298400,BTC-USD
2025-06-06,101574.3671875,105376.7734375,101169.5703125,104390.34375,104390.34375,48856653697,BTC-USD
2025-06-07,104390.6484375,105972.7578125,103987.3125,105615.625,105615.625,38365033776,BTC-USD
2025-06-08,105617.5078125,106497.0625,105075.328125,105793.6484375,105793.6484375,36626232328,BTC-USD
2025-06-09,105793.0234375,110561.421875,105400.234375,110294.1015625,110294.1015625,55903193732,BTC-USD
2025-06-10,110295.6875,110380.125,108367.7109375,110257.234375,110257.234375,54700101509,BTC-USD
2025-06-11,110261.796875,110384.21875,108086.328125,108686.625,108686.625,50842662052,BTC-USD
2025-06-12,108685.9140625,108780.6953125,105785.6875,105929.0546875,105929.0546875,54843867968,BTC-USD
2025-06-13,105924.59375,106182.546875,102822.0234375,106090.96875,106090.96875,69550440846,BTC-USD
2025-06-14,106108.0859375,106203.7578125,104379.3671875,105472.40625,105472.40625,38007870453,BTC-USD
2025-06-15,105464.84375,106157.1015625,104519.8828125,105552.0234375,105552.0234375,36744307742,BTC-USD
2025-06-16,105555.59375,108915.375,104997.625,106796.7578125,106796.7578125,50366626945,BTC-USD
2025-06-17,106794.1171875,107750.1953125,103396.53125,104601.1171875,104601.1171875,55964092176,BTC-USD
2025-06-18,104602.0703125,105581.8515625,103602.265625,104883.328125,104883.328125,47318089133,BTC-USD
2025-06-19,104886.7734375,105250.890625,103940.7734375,104684.2890625,104684.2890625,37333806920,BTC-USD
2025-06-20,104681.03125,106539.3828125,102372.2109375,103309.6015625,103309.6015625,50951862476,BTC-USD
2025-06-21,103315.078125,104015.78125,100973.0625,102257.40625,102257.40625,38360555118,BTC-USD
2025-06-22,102212.03125,103351.6328125,98286.203125,100987.140625,100987.140625,65536997201,BTC-USD
2025-06-23,100987.4765625,106116.859375,99705.75,105577.7734375,105577.7734375,65237759656,BTC-USD
2025-06-24,105571.515625,106316.828125,104740.2421875,106045.6328125,106045.6328125,48822986421,BTC-USD
2025-06-25,106047.40625,108168.3984375,105881.390625,107361.2578125,107361.2578125,51624120283,BTC-USD
2025-06-26,107375.0703125,108305.546875,106666.3515625,106960.0,106960.0,43891990613,BTC-USD
