日期,生成時間,外資及陸資_買賣超_億元,投信_買賣超_億元,自營商_買賣超_億元,三大法人合計_買賣超_億元,市場情緒,情緒分數
2025-07-30,2025-07-30 19:55:04,0.0,77382.18,148339.95,1462923.31,樂觀,1
