Date,Open,High,Low,Close,Adj Close,Volume,Symbol
,QQQ,QQQ,QQQ,QQQ,QQQ,QQQ,
2025-05-19,514.239990234375,522.530029296875,514.239990234375,522.010009765625,521.4244384765625,52536200,QQQ
2025-05-20,519.469970703125,520.9299926757812,516.6599731445312,520.27001953125,519.6863403320312,42517600,QQQ
2025-05-21,516.27001953125,523.0,511.239990234375,513.0399780273438,512.4644165039062,71292800,QQQ
2025-05-22,513.6599731445312,517.7100219726562,512.2999877929688,514.0,513.4234008789062,55607200,QQQ
2025-05-23,506.17999267578125,511.8399963378906,505.5799865722656,509.239990234375,508.668701171875,58368100,QQQ
2025-05-27,516.1500244140625,521.7100219726562,514.5900268554688,521.219970703125,520.63525390625,47226300,QQQ
2025-05-28,522.1799926757812,523.6799926757812,518.3900146484375,518.9099731445312,518.3278198242188,46637200,QQQ
2025-05-29,526.3300170898438,526.47998046875,517.3200073242188,519.9299926757812,519.3467407226562,58513300,QQQ
2025-05-30,519.4400024414062,520.6799926757812,511.92999267578125,519.1099853515625,518.5276489257812,67662800,QQQ
2025-06-02,517.239990234375,523.4500122070312,515.969970703125,523.2100219726562,522.623046875,44762800,QQQ
2025-06-03,523.5599975585938,528.739990234375,522.6900024414062,527.2999877929688,526.7084350585938,44070300,QQQ
2025-06-04,528.010009765625,529.8400268554688,525.969970703125,528.77001953125,528.1768188476562,41359300,QQQ
2025-06-05,530.1799926757812,533.0499877929688,522.6599731445312,524.7899780273438,524.2012329101562,61031200,QQQ
2025-06-06,530.0,531.7999877929688,528.2100219726562,529.9199829101562,529.3255004882812,42467000,QQQ
2025-06-09,530.1400146484375,532.3499755859375,529.010009765625,530.7000122070312,530.1046752929688,33688700,QQQ
2025-06-10,531.1699829101562,534.9000244140625,528.8900146484375,534.2100219726562,533.6107177734375,40664800,QQQ
2025-06-11,535.6199951171875,536.780029296875,530.1099853515625,532.4099731445312,531.8126831054688,53701000,QQQ
2025-06-12,531.0900268554688,534.6400146484375,530.8400268554688,533.6599731445312,533.061279296875,34104900,QQQ
2025-06-13,527.6799926757812,531.8699951171875,525.72998046875,526.9600219726562,526.368896484375,55814400,QQQ
2025-06-16,530.5,535.3699951171875,530.4500122070312,534.2899780273438,533.6906127929688,37622100,QQQ
2025-06-17,531.7100219726562,533.3300170898438,527.9099731445312,529.0800170898438,528.4865112304688,42180900,QQQ
2025-06-18,530.0999755859375,532.5499877929688,527.4000244140625,528.989990234375,528.3965454101562,43983500,QQQ
2025-06-20,532.260009765625,533.5599975585938,524.8800048828125,526.8300170898438,526.239013671875,61643500,QQQ
2025-06-23,526.8099975585938,532.1699829101562,523.6500244140625,531.6500244140625,531.6500244140625,50666100,QQQ
2025-06-24,536.8900146484375,540.7000122070312,536.27001953125,539.780029296875,539.780029296875,45442000,QQQ
2025-06-25,542.0599975585938,543.3099975585938,539.3800048828125,541.1599731445312,541.1599731445312,44804200,QQQ
2025-06-26,543.3499755859375,546.6699829101562,541.52001953125,546.219970703125,546.219970703125,43811400,QQQ
2025-06-27,547.260009765625,549.989990234375,544.5399780273438,548.0900268554688,548.0900268554688,57577100,QQQ
2025-06-30,551.260009765625,552.7999877929688,549.010009765625,551.6400146484375,551.6400146484375,45548700,QQQ
2025-07-01,549.72998046875,550.7100219726562,544.6599731445312,546.989990234375,546.989990234375,56166700,QQQ
2025-07-02,546.1599731445312,551.0,546.1199951171875,550.7999877929688,550.7999877929688,36538300,QQQ
2025-07-03,553.1799926757812,557.2000122070312,553.1799926757812,556.219970703125,556.219970703125,26443500,QQQ
2025-07-07,553.52001953125,554.3400268554688,549.5800170898438,552.030029296875,552.030029296875,45349300,QQQ
