Date,Close,High,Low,Open,Volume
,TSM,TSM,TSM,TSM,TSM
2024-08-21,168.99012756347656,170.60669138822004,167.48199244213166,167.92555894121992,9434800
2024-08-22,164.06158447265625,170.80383766011676,163.68700983755005,169.54212998903907,13546100
2024-08-23,168.83241271972656,170.81368446517877,165.52042641759928,166.58499505479108,12189100
2024-08-26,166.6540069580078,168.60570866416165,165.42186938378967,167.94528472926976,9611300
2024-08-27,168.1128387451172,168.1424088410201,162.68156717292362,164.04185174742068,9186000
2024-08-28,166.78213500976562,170.0054110374769,163.82500490306504,168.87185051287162,10581400
2024-08-29,166.7328338623047,172.91323952827202,165.11627012813233,166.23997888187725,13213200
2024-08-30,169.24639892578125,169.76882400688416,166.33855752097017,167.62983517579966,9481400
2024-09-03,158.19659423828125,166.26954604088058,157.51645197078525,165.5992704988927,18464400
2024-09-04,158.57115173339844,161.5381482507803,156.67859047140615,157.02359496343564,11317400
2024-09-05,161.3607177734375,162.23799903799977,158.74859239039827,159.23158064571098,10260600
2024-09-06,154.5790557861328,163.04630142509157,153.7806180190255,162.53372799257298,14964400
2024-09-09,160.45387268066406,160.7693071003847,157.96002758261898,158.46273426821517,10339000
2024-09-10,160.10887145996094,160.56230468745787,155.436615587415,160.56230468745787,11910800
2024-09-11,167.79742431640625,167.9452898542698,159.1133208348322,161.4593156607711,15059500
2024-09-12,169.6039581298828,170.3162900560735,167.19984920118105,168.7828123918839,13399900
2024-09-13,170.6625518798828,172.9083763547606,169.62373332745005,170.40532680155601,8787800
2024-09-16,167.27899169921875,168.74322277528213,164.99359982410317,168.10015249827092,12194300
2024-09-17,165.56741333007812,168.4266287828318,164.5879532601194,167.546109563022,8629100
2024-09-18,165.4981689453125,169.77216049962752,165.22115265156125,166.66560769434062,9116000
2024-09-19,174.34292602539062,175.88630666932258,170.79116991579664,172.52252911697107,15855000
2024-09-20,172.22572326660156,174.1450610428869,171.80029572315735,173.00730164234184,18429800
2024-09-23,172.8984832763672,173.5316655105523,171.84977661627204,172.97763294267222,5794200
2024-09-24,180.0316925048828,180.83306212855825,175.16410119019213,177.5880012520978,14576100
2024-09-25,180.40765380859375,181.86199689850994,179.27979744256243,179.58649297511175,8280900
2024-09-26,184.8399200439453,187.31329046401163,181.84219630252537,186.492129672999,15103400
2024-09-27,176.0742950439453,183.9594011675016,175.51035934077453,183.8604603119876,17908400
2024-09-30,171.82009887695312,174.93655474284125,170.09862758637905,172.4137138312905,13540200
2024-10-01,170.23715209960938,174.1153952338677,168.960884467111,173.44263060750103,11850200
2024-10-02,173.9274139404297,175.08494950531696,168.97076987202823,171.1176687181604,11164400
2024-10-03,177.56820678710938,178.86425048508283,173.2546481265325,173.92741273772603,12555000
2024-10-04,179.23033142089844,179.2995779478923,175.65878365790684,177.7858763429927,9993800
2024-10-07,182.5446319580078,183.02941801334381,179.00276357084758,179.66564015322243,12054200
2024-10-08,184.0682373046875,184.5530082654965,180.0910532775346,182.98985137997306,10394200
2024-10-09,185.14662170410156,185.99746176068683,180.31859765312876,185.79959513976698,11925000
2024-10-10,183.80111694335938,185.0872726894724,182.43581152558104,183.8802666150247,6443800
2024-10-11,188.77752685546875,189.45029147877347,186.00734888753345,186.16564822198814,12163900
2024-10-14,190.16261291503906,192.18087648129367,188.47082095076678,188.57964985017907,11714400
2024-10-15,185.13673400878906,191.55759418294213,182.28740635410762,190.9046358422906,21812700
2024-10-16,185.48300170898438,187.9860515201548,184.6717440114192,187.75850565448184,18689200
2024-10-17,203.64743041992188,210.33543393175296,199.81865770628866,201.18396305681142,62274700
2024-10-18,198.6413116455078,203.7562395453384,198.62152045642367,203.7562395453384,21030800
2024-10-21,199.79885864257812,201.2729928411622,197.53325799002764,198.67100233979556,14820000
2024-10-22,196.36582946777344,198.03783036636705,195.0104272441528,196.94955638772288,11165100
2024-10-23,198.72047424316406,200.96629881842395,194.13978738035,194.58499103807642,16535700
2024-10-24,195.82167053222656,198.36430250378908,195.30722036760486,196.84071300720925,9935800
2024-10-25,201.27301025390625,203.0142577380299,197.86964986089782,198.11698692322395,13434900
2024-10-28,192.60630798339844,197.61242275518114,192.44802373826286,197.13752473100615,20135300
2024-10-29,194.8422393798828,196.6725245152049,191.5378199733235,192.31939841882487,13779100
2024-10-30,192.40843200683594,193.3681009600463,190.55835572000507,192.3095062454644,10007800
2024-10-31,188.51039123535156,190.80568620631652,185.66107880799606,190.80568620631652,13062700
2024-11-01,190.8947296142578,196.05912835679587,190.49899637805973,192.13141484769594,12691200
2024-11-04,189.51953125,192.28970911923597,188.56976546962218,191.63673571006692,10917300
2024-11-05,193.6748046875,196.22732494058707,191.42899506754563,191.518032785428,10339200
2024-11-06,191.16184997558594,192.19076540506185,186.49212551882016,189.99441131326716,19834900
2024-11-07,199.0469512939453,199.85820890480267,194.15956915062569,194.21892762260862,14865200
2024-11-08,199.0568389892578,204.40921594867112,197.88941545230858,201.71818785099492,13112100
2024-11-11,191.98301696777344,196.0888058681344,189.4502880473937,195.85137196700828,16610000
2024-11-12,189.727294921875,191.93353702255416,187.69912823821053,191.7653496521777,11819000
2024-11-13,184.67173767089844,190.42973631478208,184.51343833662364,190.39016902934108,13882200
2024-11-14,186.4921417236328,190.6078339916696,185.54236077860278,186.39320086193484,11453900
2024-11-15,184.0286407470703,186.7889304914787,182.84142600696381,186.17552438369103,9834800
2024-11-18,185.48300170898438,185.99746701491344,181.53551193766526,182.38635201828586,10681500
2024-11-19,187.649658203125,187.99593608749137,186.017239825408,187.11541685471445,9390100
2024-11-20,186.35362243652344,186.83840847585785,182.0994222741396,186.83840847585785,10624500
2024-11-21,189.2029571533203,190.2516638407315,184.75089020741981,187.39244811710344,18137300
2024-11-22,188.0552978515625,190.9441926332192,187.41221249737657,190.8947222065503,8838900
2024-11-25,183.10858154296875,186.24481378020005,181.75317922966002,186.08651443223877,14380000
2024-11-26,181.88177490234375,183.91982983987154,180.38786451033454,183.42515572508302,10186600
2024-11-27,179.25999450683594,180.5065677466983,176.15344190594467,180.06136409647993,9895200
2024-11-29,182.69302368164062,184.95862418720426,179.250081425986,179.57656811038018,8045300
2024-12-02,192.32928466796875,193.20980396498663,186.92745193227654,187.32318517506334,16646900
2024-12-03,196.77145385742188,196.88028275827412,190.5484606075652,191.43886790817106,11217700
2024-12-04,198.5522918701172,200.4419505475735,196.15807104735416,197.72124300858067,12761100
2024-12-05,202.12384033203125,203.43967524992553,198.61165120186303,199.1063253019922,12483700
2024-12-06,200.8574676513672,201.02565502700088,197.8003703640994,199.8483283013102,9672900
2024-12-09,197.04847717285156,200.96630264724806,196.86049860136777,198.78972455244147,9699700
2024-12-10,189.89549255371094,197.7805987754904,188.34220866107128,196.97922916311157,15307900
2024-12-11,192.52716064453125,193.91224204923807,191.20142261859178,192.59640716663904,9027600
2024-12-12,190.02212524414062,193.9523768155153,189.85338863218382,193.16831644836037,7944900
2024-12-13,199.4805450439453,201.01889223187743,195.788481504521,197.0191592548667,19477000
2024-12-16,200.70130920410156,203.9566748712903,199.36144177865634,201.6739450677363,15139300
2024-12-17,199.1530303955078,200.87995315893946,195.98698513695743,199.49047333270775,11169400
2024-12-18,194.09132385253906,203.6986340303831,192.50334908734263,201.47545118607513,14721100
2024-12-19,193.17823791503906,197.07873118555432,192.4934174454238,196.90999457183355,10553400
2024-12-20,195.7289276123047,196.59238892520912,190.5381948558284,191.1535488534299,16170100
2024-12-23,205.80270385742188,206.4875243034657,199.40114710629743,199.4904675616439,17847000
2024-12-24,204.7804412841797,205.64390264429062,203.01381048751938,204.37351679375277,7634500
2024-12-26,201.5349884033203,206.59669274335067,201.3662669445451,203.95666608304643,8044900
2024-12-27,200.11573791503906,202.96417900406416,197.5551122257041,202.96417900406416,10664400
2024-12-30,198.88504028320312,200.45317606230367,196.98938103655055,198.3391678372831,11235200
2024-12-31,196.0068359375,200.26461094797827,195.8778074042693,199.28204049439373,6427900
2025-01-02,200.0661163330078,202.23967164222526,195.21284131628428,195.5205107629417,10951400
2025-01-03,207.04331970214844,207.23189520718256,202.17019063365456,202.5671956821985,10261900
2025-01-06,218.35769653320312,220.53125182817723,214.07014805812858,217.12701875463802,24339900
2025-01-07,209.83221435546875,219.8166603984751,209.73297445126875,219.5784725130398,17010000
2025-01-08,205.5644989013672,208.72062459170655,204.37351407535363,208.39310111431894,13262700
2025-01-10,206.80511474609375,208.40302408413342,201.70371728734122,206.04090843013117,17265200
2025-01-13,199.84776306152344,202.06101125597405,198.54760374036996,199.01407519601653,16612400
2025-01-14,199.9370880126953,204.71096202501656,197.00924582648065,203.64900570335098,14182900
2025-01-15,205.24691772460938,207.47008544489046,197.85287087683562,200.96928860832472,18286500
2025-01-16,213.17689514160156,220.2831263330037,211.56906637852444,217.24610971643858,38539600
2025-01-17,209.91162109375,214.06022174969914,209.47492309960913,213.55405733514198,21606100
2025-01-21,217.05752563476562,218.49663287827372,210.45747423650798,212.84937839273886,19061300
2025-01-22,221.52374267578125,223.7369909126529,217.66295757011991,220.28313030064336,17294500
2025-01-23,222.93307495117188,223.01247595992643,217.76221108865627,218.44703153799455,8986800
2025-01-24,220.21365356445312,224.69969679893737,219.30056471643792,224.5210558945009,13183800
2025-01-27,190.86573791503906,205.44541755493117,186.2605851997688,195.56021109029174,68667500
2025-01-28,200.87994384765625,201.3166418139997,191.01460725030546,194.1806372179082,31738800
2025-01-29,200.81048583984375,204.89953943373948,198.2498600479536,202.95426768573236,15199500
2025-01-30,206.58676147460938,208.0457228027553,203.87726835556424,205.01864079861238,13539000
2025-01-31,207.74798583984375,213.38532100461322,206.6363868928379,208.353390119152,15746900
2025-02-03,198.2994842529297,203.4505092363262,196.4931453729666,198.13076278791016,17719800
2025-02-04,202.517578125,204.2048080178149,200.56237170425374,202.53743216445284,12692900
2025-02-05,207.00363159179688,208.89927584505193,202.29922388026637,204.4529252071353,10997800
2025-02-06,208.91912841796875,209.5940142951888,205.44541369367948,208.48243042955843,8491400
2025-02-07,204.57200622558594,211.57898225276918,204.1750163370733,211.41026079294164,11616200
2025-02-10,206.38827514648438,208.403028465826,204.97894128209037,206.43790267115764,9296500
2025-02-11,207.17234802246094,208.26407783039502,199.49047071323542,203.5894588630873,9224500
2025-02-12,204.83006286621094,205.5148832950666,201.48536172831234,203.3611669644766,7373700
2025-02-13,200.31423950195312,200.78071096920775,197.73375968923366,200.3638670260812,15580900
2025-02-14,202.36868286132812,204.70104016451654,195.97706067985956,198.47812430314093,23220300
2025-02-18,201.2174072265625,204.30405141287267,199.01407844306422,203.22222591524948,14988100
