Datetime,Open,High,Low,Close,Volume
2025-05-19 09:00:00+08:00,993.0,994.0,989.0,989.0,0
2025-05-19 10:00:00+08:00,989.0,991.0,988.0,991.0,2759069
2025-05-19 11:00:00+08:00,991.0,991.0,985.0,985.0,3098750
2025-05-19 12:00:00+08:00,986.0,987.0,981.0,981.0,3604970
2025-05-19 13:00:00+08:00,982.0,983.0,980.0,983.0,2663266
2025-05-20 09:00:00+08:00,991.0,994.0,988.0,991.0,0
2025-05-20 10:00:00+08:00,991.0,991.0,984.0,985.0,2515107
2025-05-20 11:00:00+08:00,986.0,986.0,978.0,981.0,4167147
2025-05-20 12:00:00+08:00,982.0,982.0,979.0,979.0,2004018
2025-05-20 13:00:00+08:00,980.0,982.0,979.0,980.0,1492230
2025-05-21 09:00:00+08:00,986.0,992.0,984.0,985.0,0
2025-05-21 10:00:00+08:00,985.0,990.0,983.0,989.0,2949382
2025-05-21 11:00:00+08:00,988.0,992.0,988.0,990.0,3012382
2025-05-21 12:00:00+08:00,991.0,994.0,988.0,994.0,4580564
2025-05-21 13:00:00+08:00,993.0,999.0,993.0,998.0,5912524
2025-05-22 09:00:00+08:00,988.0,988.0,979.0,979.0,0
2025-05-22 10:00:00+08:00,979.0,982.0,979.0,980.0,2724994
2025-05-22 11:00:00+08:00,980.0,981.0,979.0,980.0,1880084
2025-05-22 12:00:00+08:00,980.0,984.0,979.0,980.0,2190906
2025-05-22 13:00:00+08:00,980.0,982.0,980.0,982.0,866362
2025-05-23 09:00:00+08:00,993.0,993.0,980.0,981.0,0
2025-05-23 10:00:00+08:00,981.0,983.0,980.0,981.0,2617361
2025-05-23 11:00:00+08:00,981.0,981.0,979.0,979.0,2526084
2025-05-23 12:00:00+08:00,979.0,980.0,975.0,977.0,3907061
2025-05-23 13:00:00+08:00,977.0,980.0,976.0,980.0,1181677
2025-05-26 09:00:00+08:00,975.0,983.0,975.0,981.0,0
2025-05-26 10:00:00+08:00,981.0,984.0,979.0,980.0,3574109
2025-05-26 11:00:00+08:00,980.0,981.0,978.0,978.0,1846839
2025-05-26 12:00:00+08:00,978.0,980.0,976.0,977.0,3417143
2025-05-26 13:00:00+08:00,977.0,978.0,977.0,977.0,1350324
2025-05-27 09:00:00+08:00,971.0,975.0,966.0,966.0,0
2025-05-27 10:00:00+08:00,966.0,968.0,964.0,965.0,4797388
2025-05-27 11:00:00+08:00,964.0,966.0,962.0,963.0,4016958
2025-05-27 12:00:00+08:00,962.0,964.0,961.0,964.0,3253311
2025-05-27 13:00:00+08:00,963.0,966.0,963.0,964.0,1756677
2025-05-28 09:00:00+08:00,984.0,985.0,974.0,974.0,0
2025-05-28 10:00:00+08:00,974.0,977.0,969.0,970.0,4234902
2025-05-28 11:00:00+08:00,970.0,974.0,968.0,970.0,2909658
2025-05-28 12:00:00+08:00,969.0,972.0,967.0,969.0,3445390
2025-05-28 13:00:00+08:00,970.0,975.0,968.0,975.0,1973433
2025-05-29 09:00:00+08:00,986.0,986.0,967.0,977.0,0
2025-05-29 10:00:00+08:00,976.0,977.0,973.0,975.0,2641636
2025-05-29 11:00:00+08:00,975.0,976.0,973.0,974.0,3022542
2025-05-29 12:00:00+08:00,974.0,974.0,971.0,974.0,3926325
2025-05-29 13:00:00+08:00,974.0,975.0,969.0,970.0,5961271
2025-06-02 09:00:00+08:00,958.0,961.0,951.0,952.0,0
2025-06-02 10:00:00+08:00,952.0,954.0,950.0,950.0,4146468
2025-06-02 11:00:00+08:00,950.0,951.0,946.0,949.0,7019311
2025-06-02 12:00:00+08:00,949.0,949.0,948.0,949.0,3052998
2025-06-02 13:00:00+08:00,949.0,952.0,948.0,949.0,3171704
2025-06-03 09:00:00+08:00,960.0,965.0,958.0,963.0,0
2025-06-03 10:00:00+08:00,963.0,963.0,954.0,958.0,4130535
2025-06-03 11:00:00+08:00,957.0,959.0,956.0,957.0,1859111
2025-06-03 12:00:00+08:00,956.0,957.0,953.0,955.0,2631140
2025-06-03 13:00:00+08:00,955.0,956.0,953.0,954.0,1956308
2025-06-04 09:00:00+08:00,974.0,982.0,970.0,981.0,0
2025-06-04 10:00:00+08:00,981.0,985.0,980.0,982.0,5613447
2025-06-04 11:00:00+08:00,983.0,984.0,982.0,983.0,2120857
2025-06-04 12:00:00+08:00,984.0,985.0,983.0,984.0,3423631
2025-06-04 13:00:00+08:00,985.0,987.0,984.0,986.0,4165565
2025-06-05 09:00:00+08:00,1000.0,1000.0,992.0,994.0,0
2025-06-05 10:00:00+08:00,995.0,995.0,991.0,991.0,2714781
2025-06-05 11:00:00+08:00,991.0,996.0,991.0,995.0,3492996
2025-06-05 12:00:00+08:00,994.0,995.0,993.0,994.0,2517341
2025-06-05 13:00:00+08:00,994.0,994.0,993.0,993.0,1643885
2025-06-06 09:00:00+08:00,997.0,997.0,992.0,994.0,0
2025-06-06 10:00:00+08:00,993.0,995.0,991.0,994.0,1916071
2025-06-06 11:00:00+08:00,994.0,994.0,992.0,992.0,1244901
2025-06-06 12:00:00+08:00,992.0,994.0,991.0,993.0,1791854
2025-06-06 13:00:00+08:00,994.0,994.0,993.0,993.0,1033032
2025-06-09 09:00:00+08:00,1005.0,1010.0,1000.0,1005.0,0
2025-06-09 10:00:00+08:00,1005.0,1010.0,1000.0,1010.0,3282820
2025-06-09 11:00:00+08:00,1010.0,1010.0,1005.0,1010.0,1956962
2025-06-09 12:00:00+08:00,1010.0,1010.0,1005.0,1010.0,2102522
2025-06-09 13:00:00+08:00,1010.0,1010.0,1005.0,1005.0,2637656
2025-06-10 09:00:00+08:00,1025.0,1040.0,1020.0,1035.0,0
2025-06-10 10:00:00+08:00,1035.0,1040.0,1030.0,1040.0,8993699
2025-06-10 11:00:00+08:00,1040.0,1045.0,1035.0,1045.0,5696556
2025-06-10 12:00:00+08:00,1040.0,1050.0,1040.0,1050.0,6761524
2025-06-10 13:00:00+08:00,1050.0,1050.0,1045.0,1045.0,3851459
2025-06-11 09:00:00+08:00,1065.0,1070.0,1055.0,1060.0,0
2025-06-11 10:00:00+08:00,1060.0,1065.0,1055.0,1060.0,4145895
2025-06-11 11:00:00+08:00,1060.0,1065.0,1055.0,1060.0,5183098
2025-06-11 12:00:00+08:00,1065.0,1065.0,1060.0,1060.0,2835399
2025-06-12 09:00:00+08:00,1055.0,1060.0,1045.0,1050.0,11478337
2025-06-12 10:00:00+08:00,1050.0,1055.0,1045.0,1045.0,3303641
2025-06-12 11:00:00+08:00,1050.0,1050.0,1045.0,1050.0,1840110
2025-06-12 12:00:00+08:00,1050.0,1050.0,1045.0,1050.0,2658830
2025-06-12 13:00:00+08:00,1050.0,1050.0,1045.0,1050.0,2436351
2025-06-13 09:00:00+08:00,1040.0,1040.0,1025.0,1035.0,0
2025-06-13 10:00:00+08:00,1035.0,1040.0,1030.0,1035.0,5370078
2025-06-13 11:00:00+08:00,1035.0,1040.0,1030.0,1035.0,1932611
2025-06-13 12:00:00+08:00,1030.0,1035.0,1030.0,1030.0,1883283
2025-06-13 13:00:00+08:00,1035.0,1035.0,1025.0,1025.0,3211240
2025-06-16 09:00:00+08:00,1030.0,1030.0,1020.0,1020.0,0
2025-06-16 10:00:00+08:00,1025.0,1025.0,1015.0,1015.0,4704478
2025-06-16 11:00:00+08:00,1020.0,1025.0,1015.0,1025.0,5235264
2025-06-16 12:00:00+08:00,1025.0,1025.0,1020.0,1020.0,2005442
2025-06-16 13:00:00+08:00,1025.0,1030.0,1020.0,1025.0,3078764
2025-06-17 09:00:00+08:00,1040.0,1050.0,1040.0,1050.0,0
2025-06-17 10:00:00+08:00,1045.0,1050.0,1035.0,1040.0,6564909
2025-06-17 11:00:00+08:00,1045.0,1045.0,1035.0,1035.0,2629519
2025-06-17 12:00:00+08:00,1040.0,1040.0,1035.0,1035.0,2189317
2025-06-17 13:00:00+08:00,1035.0,1040.0,1035.0,1040.0,2548476
2025-06-18 09:00:00+08:00,1040.0,1050.0,1030.0,1045.0,12975129
2025-06-18 10:00:00+08:00,1040.0,1055.0,1040.0,1050.0,8816786
2025-06-18 11:00:00+08:00,1050.0,1055.0,1050.0,1055.0,3849744
2025-06-18 12:00:00+08:00,1055.0,1055.0,1045.0,1050.0,5013197
2025-06-18 13:00:00+08:00,1050.0,1055.0,1045.0,1055.0,6349737
2025-06-19 09:00:00+08:00,1045.0,1045.0,1035.0,1035.0,0
2025-06-19 10:00:00+08:00,1035.0,1040.0,1030.0,1035.0,6749650
2025-06-19 11:00:00+08:00,1035.0,1040.0,1035.0,1040.0,1621085
2025-06-19 12:00:00+08:00,1035.0,1040.0,1035.0,1035.0,2776840
2025-06-19 13:00:00+08:00,1035.0,1040.0,1030.0,1035.0,3329359
2025-06-20 09:00:00+08:00,1030.0,1040.0,1030.0,1035.0,0
2025-06-20 10:00:00+08:00,1030.0,1035.0,1025.0,1030.0,4742243
2025-06-20 11:00:00+08:00,1030.0,1040.0,1030.0,1035.0,3676082
2025-06-20 12:00:00+08:00,1035.0,1040.0,1030.0,1035.0,2492263
