Datetime,Open,High,Low,Close,Volume
2025-05-15 21:30:00+08:00,5869.81982421875,5885.5400390625,5865.16015625,5872.9501953125,0.0
2025-05-15 22:30:00+08:00,5872.97998046875,5903.27978515625,5867.81982421875,5898.3701171875,409624993.0
2025-05-15 23:30:00+08:00,5898.5498046875,5913.830078125,5895.83984375,5907.08984375,307783000.0
2025-05-16 00:30:00+08:00,5907.14013671875,5924.2099609375,5904.0,5921.9599609375,266891000.0
2025-05-16 01:30:00+08:00,5922.0,5922.0498046875,5901.490234375,5909.35009765625,262250000.0
2025-05-16 02:30:00+08:00,5909.35009765625,5917.740234375,5898.52001953125,5901.97998046875,311058000.0
2025-05-16 03:30:00+08:00,5901.8701171875,5917.43994140625,5901.8701171875,5917.43994140625,433899000.0
2025-05-16 21:30:00+08:00,5929.08984375,5930.419921875,5914.35986328125,5923.25,0.0
2025-05-16 22:30:00+08:00,5923.18017578125,5925.10986328125,5907.35986328125,5923.330078125,338204383.0
2025-05-16 23:30:00+08:00,5923.39990234375,5936.81982421875,5923.3701171875,5934.97998046875,256821776.0
2025-05-17 00:30:00+08:00,5935.10986328125,5946.4501953125,5932.35009765625,5945.31982421875,227995000.0
2025-05-17 01:30:00+08:00,5945.2998046875,5948.9599609375,5940.3798828125,5946.81982421875,222443000.0
2025-05-17 02:30:00+08:00,5946.490234375,5957.14013671875,5945.68017578125,5952.56982421875,270369000.0
2025-05-17 03:30:00+08:00,5952.509765625,5958.6201171875,5946.52978515625,5958.39990234375,399321000.0
2025-05-19 21:30:00+08:00,5897.240234375,5946.259765625,5896.25,5935.35009765625,0.0
2025-05-19 22:30:00+08:00,5935.47998046875,5942.39013671875,5929.85009765625,5936.669921875,292993827.0
2025-05-19 23:30:00+08:00,5936.81982421875,5954.35009765625,5936.02978515625,5953.4501953125,224333120.0
2025-05-20 00:30:00+08:00,5953.35009765625,5968.60986328125,5949.25,5964.330078125,219361000.0
2025-05-20 01:30:00+08:00,5964.2900390625,5967.56982421875,5947.02001953125,5950.3701171875,216726000.0
2025-05-20 02:30:00+08:00,5950.43017578125,5959.2998046875,5945.490234375,5948.4599609375,234293000.0
2025-05-20 03:30:00+08:00,5948.3798828125,5965.10986328125,5948.22998046875,5964.16015625,349173000.0
2025-05-20 21:30:00+08:00,5944.66015625,5949.0498046875,5933.52978515625,5942.14990234375,0.0
2025-05-20 22:30:00+08:00,5942.0400390625,5953.06005859375,5938.85009765625,5947.39990234375,285762519.0
2025-05-20 23:30:00+08:00,5947.3701171875,5948.14013671875,5935.7001953125,5939.83984375,238136460.0
2025-05-21 00:30:00+08:00,5939.81005859375,5950.6298828125,5939.66015625,5947.31005859375,209695000.0
2025-05-21 01:30:00+08:00,5947.31982421875,5947.830078125,5920.0498046875,5921.3798828125,257571000.0
2025-05-21 02:30:00+08:00,5921.27001953125,5929.0,5909.259765625,5926.22021484375,291575000.0
2025-05-21 03:30:00+08:00,5926.259765625,5942.0498046875,5926.259765625,5940.830078125,376315000.0
2025-05-21 21:30:00+08:00,5910.18017578125,5924.39013671875,5899.64990234375,5909.77001953125,0.0
2025-05-21 22:30:00+08:00,5909.64013671875,5934.91015625,5901.9599609375,5930.60986328125,351327503.0
