Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-06-06,596.8953968767723,599.0590445233215,595.1007146259882,597.3740234375,66588700,0.0,0.0,0.0
2025-06-09,597.9522747414663,599.477794222525,596.7259196839311,597.9124145507812,53016400,0.0,0.0,0.0
2025-06-10,598.4507520987654,601.6911723434343,597.3241388928317,601.3023681640625,66247000,0.0,0.0,0.0
2025-06-11,602.4091389302424,603.2765697174132,597.5036577794746,599.5874633789062,73658200,0.0,0.0,0.0
2025-06-12,598.2414316391353,601.9703979492188,597.7528856906831,601.9703979492188,64129000,0.0,0.0,0.0
2025-06-13,596.73587404184,600.0759753105004,593.7247562563699,595.2402954101562,89506000,0.0,0.0,0.0
2025-06-16,598.6303165073551,602.6683667667999,598.4507935133779,600.903564453125,79984100,0.0,0.0,0.0
2025-06-17,598.4408921774705,599.9763310919831,595.0010489432416,595.768798828125,82209400,0.0,0.0,0.0
2025-06-18,596.6760685598517,599.4478427165867,594.711843595377,595.6790161132812,76605000,0.0,0.0,0.0
2025-06-20,598.3800048828125,599.4600219726562,592.8599853515625,594.280029296875,94051400,1.761,0.0,0.0
2025-06-23,595.0399780273438,600.5399780273438,591.8900146484375,600.1500244140625,87426000,0.0,0.0,0.0
2025-06-24,604.3300170898438,607.8499755859375,603.4099731445312,606.780029296875,67735300,0.0,0.0,0.0
2025-06-25,607.9099731445312,608.6099853515625,605.5399780273438,607.1199951171875,62114800,0.0,0.0,0.0
2025-06-26,608.989990234375,612.3099975585938,608.3699951171875,611.8699951171875,78548400,0.0,0.0,0.0
2025-06-27,612.8800048828125,616.3900146484375,610.8300170898438,614.9099731445312,86258400,0.0,0.0,0.0
2025-06-30,617.3800048828125,619.219970703125,615.0399780273438,617.8499755859375,92502500,0.0,0.0,0.0
2025-07-01,616.3599853515625,618.8300170898438,615.52001953125,617.6500244140625,70030100,0.0,0.0,0.0
2025-07-02,617.239990234375,620.489990234375,616.6099853515625,620.4500122070312,66510400,0.0,0.0,0.0
2025-07-03,622.4500122070312,626.280029296875,622.4299926757812,625.3400268554688,51065800,0.0,0.0,0.0
2025-07-07,623.3599853515625,624.030029296875,617.8699951171875,620.6799926757812,74814500,0.0,0.0,0.0
2025-07-08,621.3499755859375,622.1099853515625,619.52001953125,620.3400268554688,59024600,0.0,0.0,0.0
2025-07-09,622.77001953125,624.719970703125,620.9099731445312,624.0599975585938,66113300,0.0,0.0,0.0
2025-07-10,624.2000122070312,626.8699951171875,623.010009765625,625.8200073242188,57529000,0.0,0.0,0.0
2025-07-11,622.739990234375,624.8599853515625,621.530029296875,623.6199951171875,63670200,0.0,0.0,0.0
2025-07-14,623.1599731445312,625.1599731445312,621.7999877929688,624.8099975585938,51898500,0.0,0.0,0.0
2025-07-15,627.52001953125,627.8599853515625,622.0599975585938,622.1400146484375,74317300,0.0,0.0,0.0
2025-07-16,623.739990234375,624.72998046875,618.0499877929688,624.219970703125,88987500,0.0,0.0,0.0
2025-07-17,624.4000244140625,628.4000244140625,624.1799926757812,628.0399780273438,68885700,0.0,0.0,0.0
2025-07-18,629.2999877929688,629.469970703125,626.4600219726562,627.5800170898438,65621600,0.0,0.0,0.0
2025-07-21,628.77001953125,631.5399780273438,628.3400268554688,628.77001953125,63375000,0.0,0.0,0.0
2025-07-22,629.0999755859375,629.72998046875,626.1900024414062,628.8599853515625,60046300,0.0,0.0,0.0
2025-07-23,631.5499877929688,634.2100219726562,629.72998046875,634.2100219726562,70511000,0.0,0.0,0.0
2025-07-24,634.5999755859375,636.1500244140625,633.989990234375,634.4199829101562,71307100,0.0,0.0,0.0
2025-07-25,635.0900268554688,637.5800170898438,634.8400268554688,637.0999755859375,56865400,0.0,0.0,0.0
2025-07-28,637.47998046875,638.0399780273438,635.5399780273438,636.9400024414062,54917100,0.0,0.0,0.0
2025-07-29,638.3499755859375,638.6699829101562,634.3400268554688,635.260009765625,60556300,0.0,0.0,0.0
2025-07-30,635.9199829101562,637.6799926757812,631.5399780273438,634.4600219726562,80418900,0.0,0.0,0.0
2025-07-31,639.4600219726562,639.8499755859375,630.77001953125,632.0800170898438,103385200,0.0,0.0,0.0
2025-08-01,626.2999877929688,626.3400268554688,619.2899780273438,621.719970703125,140103600,0.0,0.0,0.0
2025-08-04,625.6699829101562,631.219970703125,625.5800170898438,631.1699829101562,73218000,0.0,0.0,0.0
2025-08-05,631.7899780273438,632.6099853515625,627.0399780273438,627.969970703125,68051400,0.0,0.0,0.0
2025-08-06,629.0499877929688,633.4400024414062,628.1300048828125,632.780029296875,64357500,0.0,0.0,0.0
2025-08-07,636.239990234375,636.97998046875,629.1099853515625,632.25,74205800,0.0,0.0,0.0
2025-08-08,634.0599975585938,637.6500244140625,633.739990234375,637.1799926757812,63902600,0.0,0.0,0.0
2025-08-11,637.4600219726562,638.9500122070312,634.6599731445312,635.9199829101562,54958944,0.0,0.0,0.0
