Date,Close,High,Low,Open,Volume
,2330.TW,2330.TW,2330.TW,2330.TW,2330.TW
2024-08-21,941.69287109375,947.5907387623956,939.7269152042015,944.6418049280728,29758188
2024-08-22,934.8120727539062,947.5907866821931,931.8631387704554,941.6929187152915,24349754
2024-08-23,932.8460693359375,935.7950031694547,923.0162898908802,927.9311796134089,27592153
2024-08-26,933.8290405273438,944.641797838713,928.9141508403577,940.7098860891242,25057581
2024-08-27,925.9652709960938,929.8971829748458,923.9993150067178,928.9142049801577,18693037
2024-08-28,947.5907592773438,947.5907592773438,926.9482219901817,928.9141779222923,31059233
2024-08-29,926.9482421875,930.8801541373939,921.050374262659,925.9652642000265,43530708
2024-08-30,927.93115234375,935.794975668697,924.9822185968949,927.93115234375,63834981
2024-09-02,931.8630981445312,938.743943805936,926.948208386385,933.8290540477898,18646835
2024-09-03,923.999267578125,935.7950029089096,923.0162896338929,931.8630911319814,19547575
2024-09-04,873.8673706054688,889.5950173205279,872.8843926857776,878.7822602039247,79709021
2024-09-05,886.6460571289062,899.4247697039349,884.6801013481327,891.5609465808403,30512026
2024-09-06,902.3737182617188,902.3737182617188,887.6290496626712,893.5269171022902,24458336
2024-09-09,883.6972045898438,884.6801825704775,875.8333807447729,876.8163587254066,35885268
2024-09-10,888.6119995117188,895.4928446406811,885.6630658850205,891.5609331384169,33498628
2024-09-11,885.6630859375,890.5779754266093,884.6801080396782,890.5779754266093,18029342
2024-09-12,928.1198120117188,932.0692580202792,916.2714739860372,924.1703660031582,39454846
2024-09-13,935.0313110351562,942.9302027862452,927.1324192840673,942.9302027862452,25347586
2024-09-16,935.0313110351562,939.9681183795868,931.0818651596118,939.9681183795868,13626239
2024-09-18,929.107177734375,936.0187082807519,921.2082856813729,933.056623760876,28424324
2024-09-19,947.8670654296875,947.8670654296875,924.1703887939453,928.1198348999023,32739630
2024-09-20,960.7027587890625,969.5890124674813,958.7280357494138,968.601650947657,60133709
2024-09-23,964.6521606445312,964.6521606445312,958.7279917971748,958.7279917971748,14497067
2024-09-24,974.5257568359375,974.5257568359375,958.7279735437642,963.6647808225683,26785975
2024-09-25,992.2982788085938,992.2982788085938,985.3867485084344,987.361471451337,39405222
2024-09-26,1002.171875,1002.171875,992.2982604679803,997.2350677339901,38321585
2024-09-27,987.3614501953125,1012.0454864501953,987.3614501953125,1007.1086791992187,35783779
2024-09-30,944.9049072265625,977.4878350619612,944.9049072265625,965.6394976672708,61603217
2024-10-01,959.71533203125,964.6521392947852,954.7785247677148,954.7785247677148,26760355
2024-10-04,964.6521606445312,973.5384139155658,954.7785458989373,973.5384139155658,40934818
2024-10-07,992.2982788085938,997.2350861658504,976.5004952653723,980.4499411511777,39667071
2024-10-08,997.235107421875,997.235107421875,984.3994080194152,987.361492496906,30845902
2024-10-09,1007.1087036132812,1021.9191257252412,1007.1087036132812,1016.982318354588,46975717
2024-10-11,1031.7928466796875,1036.7296545585377,1007.1088072854367,1012.0456151642868,43058754
2024-10-14,1031.7928466796875,1041.666462437388,1021.9192309219872,1031.7928466796875,36858874
2024-10-15,1056.476806640625,1061.4136141482916,1036.7295766099592,1036.7295766099592,42850176
2024-10-16,1031.7928466796875,1056.4768860739384,1021.9192309219872,1026.8560388008373,52652149
2024-10-17,1021.9191284179688,1041.6663579526155,1016.9823210343071,1036.7295505689538,54173771
2024-10-18,1071.287353515625,1086.0977777577766,1061.4137373541907,1081.1609696770593,85011961
2024-10-21,1071.287353515625,1081.1609696770593,1066.3505454349079,1076.2241615963421,36491060
2024-10-22,1061.4136962890625,1061.4136962890625,1046.6032726199128,1051.5400805096294,41197877
2024-10-23,1046.6031494140625,1056.4767640311763,1041.6663421055057,1046.6031494140625,31423466
2024-10-24,1046.6031494140625,1061.4135713397332,1041.6663421055057,1056.4767640311763,38236996
2024-10-25,1051.5400390625,1056.4768467576291,1046.6032313673709,1051.5400390625,22009575
2024-10-28,1036.7294921875,1066.3503348214285,1036.7294921875,1061.4135277157739,40142324
2024-10-29,1026.85595703125,1026.85595703125,1007.1087270883413,1021.9191495455228,45415773
2024-10-30,1016.9822998046875,1041.666336207714,1016.9822998046875,1026.8559143658981,38201984
2024-11-01,1012.0455322265625,1016.9823397008383,983.4120488757621,983.4120488757621,54480255
2024-11-04,1026.85595703125,1031.792764516977,1012.0455345740685,1016.9823420597957,26747978
2024-11-05,1036.7294921875,1041.6662992931547,1016.9822637648809,1016.9822637648809,32385622
2024-11-06,1046.6031494140625,1066.3503786482902,1026.8559201798348,1036.7295347969487,55349259
2024-11-07,1051.5400390625,1061.4136544527582,1036.7296159771126,1036.7296159771126,43975446
2024-11-08,1076.2239990234375,1076.2239990234375,1066.3503843534977,1071.2871916884676,37099479
2024-11-11,1071.287353515625,1076.2241615963421,1056.4769292734736,1066.3505454349079,34690205
2024-11-12,1036.7294921875,1051.5399135044643,1036.7294921875,1046.6031063988096,51099848
2024-11-13,1021.9191284179688,1036.7295505689538,1021.9191284179688,1031.7927431852922,42331232
2024-11-14,1021.9191284179688,1026.8559358016305,1012.0455136506454,1016.9823210343071,44627940
2024-11-15,1021.9191284179688,1031.7927431852922,1016.9823210343071,1026.8559358016305,34791611
2024-11-18,1012.0455322265625,1021.9191471751143,1007.1087247522865,1016.9823397008383,31815076
2024-11-19,1026.85595703125,1031.792764516977,1012.0455345740685,1016.9823420597957,24349599
2024-11-20,1012.0455322265625,1012.0455322265625,1012.0455322265625,1012.0455322265625,40203197
2024-11-21,997.235107421875,1012.0455298093286,997.235107421875,1007.108722346844,41429227
2024-11-22,1026.85595703125,1036.7295720027043,1021.9191495455228,1021.9191495455228,25187973
2024-11-25,1016.9822998046875,1036.7295289271087,1016.9822998046875,1031.7927216465034,49566674
2024-11-26,997.235107421875,1007.108722346844,997.235107421875,1002.1719148843596,27312402
2024-11-27,987.3614501953125,1007.1086791992187,987.3614501953125,997.2350646972657,31276090
2024-11-28,992.2982788085938,992.2982788085938,979.4625796797263,992.2982788085938,33689956
2024-11-29,983.4120483398438,997.2351092602833,981.4373253512096,982.4246868455266,40094983
2024-12-02,1021.9191284179688,1026.8559358016305,1002.171898883322,1007.1087062669837,31168404
2024-12-03,1041.6663818359375,1051.539996829643,1041.6663818359375,1046.6031893327902,43414538
2024-12-04,1056.476806640625,1056.476806640625,1041.6663841176255,1051.5399991329584,33466290
2024-12-05,1061.4136962890625,1066.350504178779,1056.4768883993459,1056.4768883993459,31425359
2024-12-06,1051.5400390625,1066.3504621478874,1046.6032313673709,1061.4136544527582,30765288
2024-12-09,1061.4136962890625,1061.4136962890625,1051.5400805096294,1056.4768883993459,22247131
2024-12-10,1051.5400390625,1061.4136544527582,1046.6032313673709,1056.4768467576291,28506584
2024-12-11,1031.7928466796875,1046.603270316238,1031.7928466796875,1031.7928466796875,25264194
2024-12-12,1050.6243896484375,1055.5801650713074,1045.6686142255674,1050.6243896484375,22791260
2024-12-13,1055.580078125,1060.5358531396714,1045.6685280956572,1050.6243031103286,20423659
2024-12-16,1075.4031982421875,1075.4031982421875,1065.491648027974,1075.4031982421875,39722392
2024-12-17,1065.49169921875,1085.314800599564,1065.49169921875,1080.3590252543606,37880707
2024-12-18,1075.4031982421875,1080.3589733492945,1060.535872920867,1065.491648027974,41863190
2024-12-19,1060.535888671875,1060.535888671875,1045.668563129746,1055.5801134911653,42702851
2024-12-20,1025.845458984375,1050.6243348052537,1025.845458984375,1050.6243348052537,52030520
2024-12-23,1070.447509765625,1070.447509765625,1050.6244077329284,1055.5801832411025,30728473
2024-12-24,1070.447509765625,1085.3148362901477,1070.447509765625,1085.3148362901477,26461906
2024-12-25,1075.4031982421875,1080.3589733492945,1070.4474231350807,1080.3589733492945,15481622
2024-12-26,1075.4031982421875,1080.3589733492945,1075.4031982421875,1075.4031982421875,14374900
2024-12-27,1080.35888671875,1085.314661428469,1070.447337299312,1070.447337299312,24948385
2024-12-30,1080.35888671875,1085.314661428469,1075.403112009031,1080.35888671875,23954634
