Datetime,Open,High,Low,Close,Volume
2025-06-10 09:00:00+08:00,1025.0,1030.0,1020.0,1025.0,7675858
2025-06-10 09:30:00+08:00,1030.0,1040.0,1025.0,1035.0,7292605
2025-06-10 10:00:00+08:00,1035.0,1040.0,1030.0,1035.0,3524816
2025-06-10 10:30:00+08:00,1035.0,1040.0,1035.0,1040.0,5468883
2025-06-10 11:00:00+08:00,1040.0,1045.0,1035.0,1045.0,4091203
2025-06-10 11:30:00+08:00,1045.0,1045.0,1040.0,1045.0,1605353
2025-06-10 12:00:00+08:00,1040.0,1045.0,1040.0,1045.0,1862366
2025-06-10 12:30:00+08:00,1040.0,1050.0,1040.0,1050.0,4899158
2025-06-10 13:00:00+08:00,1050.0,1050.0,1045.0,1045.0,3851459
2025-06-11 09:00:00+08:00,1065.0,1070.0,1055.0,1060.0,12735162
2025-06-11 09:30:00+08:00,1060.0,1065.0,1055.0,1060.0,4303281
2025-06-11 10:00:00+08:00,1060.0,1065.0,1055.0,1055.0,2037844
2025-06-11 10:30:00+08:00,1060.0,1060.0,1055.0,1060.0,2108051
2025-06-11 11:00:00+08:00,1060.0,1060.0,1055.0,1060.0,3004353
2025-06-11 11:30:00+08:00,1060.0,1065.0,1060.0,1060.0,2178745
2025-06-11 12:00:00+08:00,1065.0,1065.0,1060.0,1060.0,2075317
2025-06-11 12:30:00+08:00,1060.0,1065.0,1060.0,1060.0,1522403
2025-06-11 13:00:00+08:00,1065.0,1065.0,1055.0,1065.0,4473534
2025-06-12 09:00:00+08:00,1055.0,1060.0,1045.0,1050.0,8668799
2025-06-12 09:30:00+08:00,1045.0,1055.0,1045.0,1050.0,2809538
2025-06-12 10:00:00+08:00,1050.0,1055.0,1045.0,1045.0,2284340
2025-06-12 10:30:00+08:00,1045.0,1050.0,1045.0,1045.0,1019301
2025-06-12 11:00:00+08:00,1050.0,1050.0,1045.0,1050.0,973898
2025-06-12 11:30:00+08:00,1050.0,1050.0,1045.0,1050.0,866212
2025-06-12 12:00:00+08:00,1050.0,1050.0,1045.0,1045.0,1322601
2025-06-12 12:30:00+08:00,1045.0,1050.0,1045.0,1050.0,1336229
2025-06-12 13:00:00+08:00,1050.0,1050.0,1045.0,1050.0,2436351
2025-06-13 09:00:00+08:00,1040.0,1040.0,1025.0,1035.0,10529737
2025-06-13 09:30:00+08:00,1035.0,1040.0,1030.0,1035.0,1901494
2025-06-13 10:00:00+08:00,1035.0,1040.0,1035.0,1040.0,1244554
2025-06-13 10:30:00+08:00,1040.0,1040.0,1030.0,1035.0,4125524
