Date,Close,High,Low,Open,Volume
,GC=F,GC=F,GC=F,GC=F,GC=F
2024-08-20,2511.300048828125,2527.300048828125,2500.699951171875,2503.5,187
2024-08-21,2508.39990234375,2515.39990234375,2503.89990234375,2511.0,96
2024-08-22,2478.89990234375,2504.10009765625,2471.10009765625,2504.10009765625,210
2024-08-23,2508.39990234375,2508.39990234375,2486.5,2486.5,94
2024-08-26,2517.699951171875,2523.10009765625,2509.10009765625,2509.89990234375,290
2024-08-27,2516.0,2523.10009765625,2506.89990234375,2515.199951171875,100
2024-08-28,2501.0,2501.0,2501.0,2501.0,2353
2024-08-29,2525.699951171875,2525.699951171875,2503.89990234375,2504.10009765625,3966
2024-08-30,2493.800048828125,2525.39990234375,2493.800048828125,2519.5,208
2024-09-03,2489.89990234375,2501.800048828125,2476.300048828125,2501.60009765625,206
2024-09-04,2493.39990234375,2493.39990234375,2483.5,2490.89990234375,470
2024-09-05,2511.39990234375,2513.300048828125,2493.39990234375,2493.699951171875,54
2024-09-06,2493.5,2517.89990234375,2483.699951171875,2510.300048828125,96
2024-09-09,2501.800048828125,2504.699951171875,2491.300048828125,2491.300048828125,96
2024-09-10,2512.300048828125,2512.300048828125,2512.300048828125,2512.300048828125,5
2024-09-11,2512.10009765625,2525.800048828125,2502.300048828125,2525.800048828125,90
2024-09-12,2551.199951171875,2557.0,2523.39990234375,2529.10009765625,132
2024-09-13,2581.300048828125,2581.800048828125,2565.0,2568.800048828125,31
2024-09-16,2580.39990234375,2580.39990234375,2580.39990234375,2580.39990234375,28
2024-09-17,2564.300048828125,2581.800048828125,2564.300048828125,2581.199951171875,22
2024-09-18,2570.699951171875,2570.699951171875,2549.199951171875,2570.699951171875,25
2024-09-19,2588.0,2588.0,2566.0,2566.0,99
2024-09-20,2619.89990234375,2621.800048828125,2590.39990234375,2590.39990234375,17
2024-09-23,2626.5,2626.5,2626.5,2626.5,9
2024-09-24,2651.199951171875,2662.300048828125,2625.5,2636.800048828125,35
2024-09-25,2659.199951171875,2664.199951171875,2649.300048828125,2656.300048828125,175
2024-09-26,2669.89990234375,2669.89990234375,2660.800048828125,2662.300048828125,17216
2024-09-27,2644.300048828125,2672.10009765625,2641.699951171875,2670.0,4228
2024-09-30,2636.10009765625,2662.10009765625,2623.199951171875,2660.89990234375,973
2024-10-01,2667.300048828125,2670.89990234375,2631.39990234375,2631.39990234375,153
2024-10-02,2647.10009765625,2657.199951171875,2640.0,2650.60009765625,72
2024-10-03,2657.10009765625,2657.10009765625,2640.0,2642.800048828125,354
2024-10-04,2645.800048828125,2667.0,2639.0,2656.0,114
2024-10-07,2644.800048828125,2657.39990234375,2639.0,2648.699951171875,284
2024-10-08,2615.0,2639.0,2609.300048828125,2639.0,687
2024-10-09,2606.0,2607.699951171875,2603.0,2603.0,152
2024-10-10,2620.60009765625,2628.300048828125,2602.5,2602.5,320
2024-10-11,2657.60009765625,2658.10009765625,2638.199951171875,2638.300048828125,12
2024-10-14,2647.800048828125,2655.300048828125,2647.800048828125,2655.0,40
2024-10-15,2661.39990234375,2661.39990234375,2661.39990234375,2661.39990234375,39
2024-10-16,2674.0,2674.0,2674.0,2674.0,6
2024-10-17,2691.0,2691.699951171875,2677.199951171875,2677.39990234375,30
2024-10-18,2713.699951171875,2719.60009765625,2713.699951171875,2713.699951171875,29
2024-10-21,2723.10009765625,2738.39990234375,2719.5,2721.89990234375,52
2024-10-22,2744.199951171875,2746.0,2728.60009765625,2731.699951171875,93
2024-10-23,2714.39990234375,2742.5,2714.199951171875,2742.5,18
2024-10-24,2734.89990234375,2736.10009765625,2729.0,2729.0,27
2024-10-25,2740.89990234375,2742.39990234375,2725.5,2725.5,29
2024-10-28,2742.89990234375,2742.89990234375,2729.5,2736.10009765625,56
2024-10-29,2768.39990234375,2768.39990234375,2768.39990234375,2768.39990234375,848
2024-10-30,2788.5,2789.0,2774.60009765625,2774.60009765625,231
2024-10-31,2738.300048828125,2787.5,2733.5,2787.39990234375,849
2024-11-01,2738.60009765625,2756.0,2734.199951171875,2745.5,109
2024-11-04,2736.10009765625,2737.10009765625,2736.10009765625,2736.5,16
2024-11-05,2740.300048828125,2743.89990234375,2740.300048828125,2743.0,23
2024-11-06,2667.60009765625,2734.5,2659.39990234375,2734.5,427
2024-11-07,2698.39990234375,2699.10009765625,2662.5,2662.5,676
2024-11-08,2687.5,2694.60009765625,2682.89990234375,2688.5,1038
2024-11-11,2611.199951171875,2671.699951171875,2611.199951171875,2671.699951171875,20
2024-11-12,2600.0,2605.5,2592.800048828125,2605.5,118
2024-11-13,2580.800048828125,2611.800048828125,2580.800048828125,2611.10009765625,53
2024-11-14,2568.199951171875,2576.199951171875,2554.199951171875,2555.10009765625,27
