Datetime,Symbol,Open,High,Low,Close,Volume,Dividends,Stock Splits,Updated
2025-08-11 09:30:00-04:00,GOOGL,201.02000427246094,201.17999267578125,199.07000732421875,199.64999389648438,7375790,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-11 10:30:00-04:00,GOOGL,199.625,201.1300048828125,199.5500030517578,200.91000366210938,3003622,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-11 11:30:00-04:00,GOOGL,200.92999267578125,201.39999389648438,200.5,201.2899932861328,2041045,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-11 12:30:00-04:00,GOOGL,201.2899932861328,201.47500610351562,200.77999877929688,200.9199981689453,1631033,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-11 13:30:00-04:00,GOOGL,200.92999267578125,201.24000549316406,200.81500244140625,200.89999389648438,2358932,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-11 14:30:00-04:00,GOOGL,200.89500427246094,201.21029663085938,200.39500427246094,201.1199951171875,2011345,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-11 15:30:00-04:00,GOOGL,201.14999389648438,201.22500610351562,200.55999755859375,201.0,3348894,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-12 09:30:00-04:00,GOOGL,201.3000030517578,204.5,200.72000122070312,202.38999938964844,8082391,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-12 10:30:00-04:00,GOOGL,202.38999938964844,203.3800048828125,201.6699981689453,202.7100067138672,3220202,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-12 11:30:00-04:00,GOOGL,202.7449951171875,203.82000732421875,201.4499969482422,203.74000549316406,5076115,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-12 12:30:00-04:00,GOOGL,203.74000549316406,204.22999572753906,203.38999938964844,203.5500030517578,2262580,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-12 13:30:00-04:00,GOOGL,203.5399932861328,203.88999938964844,203.4600067138672,203.6699981689453,2287932,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-12 14:30:00-04:00,GOOGL,203.67999267578125,204.13999938964844,203.58009338378906,204.0800018310547,2260890,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-12 15:30:00-04:00,GOOGL,204.0800018310547,204.1699981689453,203.23829650878906,203.33999633789062,3804576,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-13 09:30:00-04:00,GOOGL,204.07000732421875,204.52000427246094,202.22999572753906,203.30979919433594,5600410,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-13 10:30:00-04:00,GOOGL,203.31280517578125,203.77999877929688,203.02999877929688,203.47999572753906,2538966,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-13 11:30:00-04:00,GOOGL,203.50999450683594,203.59010314941406,202.3300018310547,202.5399932861328,1950476,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-13 12:30:00-04:00,GOOGL,202.52499389648438,202.75,202.13999938964844,202.64280700683594,1750067,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-13 13:30:00-04:00,GOOGL,202.64999389648438,202.91000366210938,202.43499755859375,202.4600067138672,1523678,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-13 14:30:00-04:00,GOOGL,202.4698944091797,202.47999572753906,197.51010131835938,201.9199981689453,8443828,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-13 15:30:00-04:00,GOOGL,201.9199981689453,202.05999755859375,201.47000122070312,201.91000366210938,2743906,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-14 09:30:00-04:00,GOOGL,201.5,203.18699645996094,201.22500610351562,202.36500549316406,5991801,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-14 10:30:00-04:00,GOOGL,202.3699951171875,204.44000244140625,202.17999267578125,203.3249969482422,4070585,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-14 11:30:00-04:00,GOOGL,203.32000732421875,204.3350067138672,203.14999389648438,203.47030639648438,2939805,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-14 12:30:00-04:00,GOOGL,203.50999450683594,204.31500244140625,203.47999572753906,204.23500061035156,2712602,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-14 13:30:00-04:00,GOOGL,204.24000549316406,204.2899932861328,202.74000549316406,203.0050048828125,2047184,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-14 14:30:00-04:00,GOOGL,203.0,203.47500610351562,202.90499877929688,202.99000549316406,1975703,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-14 15:30:00-04:00,GOOGL,202.9949951171875,203.4600067138672,202.8000030517578,202.85000610351562,2141237,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-15 09:30:00-04:00,GOOGL,203.84249877929688,206.44000244140625,203.0,205.9949951171875,8531198,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-15 10:30:00-04:00,GOOGL,206.0,206.41000366210938,204.76499938964844,204.89999389648438,3325290,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-15 11:30:00-04:00,GOOGL,204.85000610351562,205.24000549316406,204.17999267578125,205.14500427246094,2301065,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-15 12:30:00-04:00,GOOGL,205.14500427246094,206.2899932861328,205.1199951171875,206.1300048828125,2408305,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-15 13:30:00-04:00,GOOGL,206.16000366210938,206.35499572753906,201.27999877929688,205.8300018310547,5930438,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-15 14:30:00-04:00,GOOGL,205.88999938964844,206.0399932861328,204.80999755859375,205.10000610351562,4242012,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-15 15:30:00-04:00,GOOGL,205.08999633789062,205.14500427246094,203.75999450683594,203.89999389648438,4426341,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-18 09:30:00-04:00,GOOGL,204.16000366210938,205.25,203.69500732421875,204.35389709472656,4902882,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-18 10:30:00-04:00,GOOGL,204.27999877929688,204.375,203.0449981689453,203.0800018310547,2021611,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-18 11:30:00-04:00,GOOGL,203.10000610351562,203.27000427246094,202.67840576171875,202.875,1780201,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-18 12:30:00-04:00,GOOGL,202.8699951171875,203.05999755859375,202.49000549316406,203.00990295410156,1561179,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-18 13:30:00-04:00,GOOGL,203.00999450683594,203.24400329589844,202.84300231933594,203.0449981689453,1283884,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-18 14:30:00-04:00,GOOGL,203.0500030517578,203.39500427246094,202.83999633789062,203.2899932861328,1301412,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-18 15:30:00-04:00,GOOGL,203.28500366210938,203.7100067138672,203.17999267578125,203.42999267578125,2084007,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-19 09:30:00-04:00,GOOGL,203.02999877929688,203.44000244140625,200.91000366210938,201.15499877929688,5024144,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-19 10:30:00-04:00,GOOGL,201.1699981689453,201.38949584960938,200.13999938964844,200.5399932861328,2933481,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-19 11:30:00-04:00,GOOGL,200.5800018310547,200.9499969482422,199.9600067138672,200.53500366210938,2619068,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-19 12:30:00-04:00,GOOGL,200.5399932861328,200.9149932861328,200.27000427246094,200.8800048828125,2790067,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-19 13:30:00-04:00,GOOGL,200.86000061035156,201.2799072265625,200.8249969482422,201.05599975585938,1703812,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-19 14:30:00-04:00,GOOGL,201.0500030517578,201.52000427246094,201.0,201.3300018310547,2055345,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-19 15:30:00-04:00,GOOGL,201.33999633789062,201.5800018310547,201.06500244140625,201.52999877929688,1965020,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-20 09:30:00-04:00,GOOGL,201.05999755859375,201.25,197.02999877929688,197.67999267578125,7345146,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-20 10:30:00-04:00,GOOGL,197.67999267578125,198.86990356445312,196.59500122070312,198.47999572753906,4908842,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-20 11:30:00-04:00,GOOGL,198.4499969482422,200.0800018310547,198.33999633789062,200.07000732421875,2607125,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-20 12:30:00-04:00,GOOGL,200.0749969482422,200.0800018310547,199.2100067138672,199.75360107421875,1920698,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-20 13:30:00-04:00,GOOGL,199.7689971923828,200.58999633789062,199.32000732421875,199.36000061035156,2208925,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-20 14:30:00-04:00,GOOGL,199.36000061035156,200.375,199.30999755859375,199.89999389648438,1843335,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-20 15:30:00-04:00,GOOGL,199.89999389648438,200.11000061035156,199.27000427246094,199.2899932861328,3271507,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-21 09:30:00-04:00,GOOGL,199.56500244140625,201.89999389648438,199.42999267578125,201.81500244140625,4524803,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-21 10:30:00-04:00,GOOGL,201.82000732421875,202.47999572753906,200.02000427246094,200.07029724121094,2613199,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-21 11:30:00-04:00,GOOGL,200.07000732421875,200.35009765625,199.55999755859375,199.74000549316406,1659062,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-21 12:30:00-04:00,GOOGL,199.86000061035156,200.10000610351562,199.5500030517578,199.7299041748047,1304122,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-21 13:30:00-04:00,GOOGL,199.6999969482422,200.3000030517578,199.6699981689453,199.7100067138672,1027477,0.0,0.0,2025-08-25T09:55:25.150521+08:00
2025-08-21 14:30:00-04:00,GOOGL,199.7050018310547,200.2449951171875,199.6199951171875,200.02999877929688,1103039,0.0,0.0,2025-08-25T09:55:25.150521+08:00
