Datetime,Symbol,Open,High,Low,Close,Volume,Dividends,Stock Splits,Updated
2024-08-22 00:00:00+08:00,2330.TW,941.6929187152915,947.5907866821931,931.8631387704554,934.8120727539062,24349754,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-08-23 00:00:00+08:00,2330.TW,927.9311188998288,935.7949419413527,923.0162294988763,932.8460083007812,27592153,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-08-26 00:00:00+08:00,2330.TW,940.7098860891242,944.641797838713,928.9141508403577,933.8290405273438,25057581,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-08-27 00:00:00+08:00,2330.TW,928.914143750622,929.8971216805169,923.9992541011478,925.9652099609375,18693037,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-08-28 00:00:00+08:00,2330.TW,928.9141779222923,947.5907592773438,926.9482219901817,947.5907592773438,31059233,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-08-29 00:00:00+08:00,2330.TW,925.9652642000265,930.8801541373939,921.050374262659,926.9482421875,43530708,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-08-30 00:00:00+08:00,2330.TW,927.93115234375,935.794975668697,924.9822185968949,927.93115234375,63834981,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-09-02 00:00:00+08:00,2330.TW,933.8290540477898,938.743943805936,926.948208386385,931.8630981445312,18646835,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-09-03 00:00:00+08:00,2330.TW,931.8630295773769,935.7949410945811,923.0162286636677,923.9992065429688,19547575,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-09-04 00:00:00+08:00,2330.TW,878.7822602039247,889.5950173205279,872.8843926857776,873.8673706054688,79709021,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-09-05 00:00:00+08:00,2330.TW,891.5610079543289,899.4248316187552,884.6801622479559,886.6461181640625,30512026,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-09-06 00:00:00+08:00,2330.TW,893.5269775390625,902.373779296875,887.6291097005209,902.373779296875,24458336,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-09-09 00:00:00+08:00,2330.TW,876.8163587254066,884.6801825704775,875.8333807447729,883.6972045898438,35885268,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-09-10 00:00:00+08:00,2330.TW,891.5609943761235,895.4929061484548,885.6631267176266,888.612060546875,33498628,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-09-11 00:00:00+08:00,2330.TW,890.5779754266093,890.5779754266093,884.6801080396782,885.6630859375,18029342,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-09-12 00:00:00+08:00,2330.TW,924.1703660031582,932.0692580202792,916.2714739860372,928.1198120117188,39454846,4.000138,0.0,2025-08-24T20:53:11.871038+08:00
2024-09-13 00:00:00+08:00,2330.TW,942.93026433701,942.93026433701,927.1324798036151,935.0313720703125,25347586,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-09-16 00:00:00+08:00,2330.TW,939.9681797369984,939.9681797369984,931.0819259369638,935.0313720703125,13626239,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-09-18 00:00:00+08:00,2330.TW,933.056623760876,936.0187082807519,921.2082856813729,929.107177734375,28424324,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-09-19 00:00:00+08:00,2330.TW,928.1198348999023,947.8670654296875,924.1703887939453,947.8670654296875,32739630,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-09-20 00:00:00+08:00,2330.TW,968.601650947657,969.5890124674813,958.7280357494138,960.7027587890625,60133709,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-09-23 00:00:00+08:00,2330.TW,958.7279917971748,964.6521606445312,958.7279917971748,964.6521606445312,14497067,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-09-24 00:00:00+08:00,2330.TW,963.6647808225683,974.5257568359375,958.7279735437642,974.5257568359375,26785975,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-09-25 00:00:00+08:00,2330.TW,987.361471451337,992.2982788085938,985.3867485084344,992.2982788085938,39405222,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-09-26 00:00:00+08:00,2330.TW,997.2350677339901,1002.171875,992.2982604679803,1002.171875,38321585,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-09-27 00:00:00+08:00,2330.TW,1007.1086791992187,1012.0454864501953,987.3614501953125,987.3614501953125,35783779,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-09-30 00:00:00+08:00,2330.TW,965.6394976672708,977.4878350619612,944.9049072265625,944.9049072265625,61603217,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-10-01 00:00:00+08:00,2330.TW,954.7785854889041,964.6522006439084,954.7785854889041,959.7153930664062,26760355,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-10-04 00:00:00+08:00,2330.TW,973.5384139155658,973.5384139155658,954.7785458989373,964.6521606445312,40934818,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-10-07 00:00:00+08:00,2330.TW,980.4499411511777,997.2350861658504,976.5004952653723,992.2982788085938,39667071,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-10-08 00:00:00+08:00,2330.TW,987.361492496906,997.235107421875,984.3994080194152,997.235107421875,30845902,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-10-09 00:00:00+08:00,2330.TW,1016.9823799881281,1021.9191876579733,1007.1087646484375,1007.1087646484375,46975717,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-10-11 00:00:00+08:00,2330.TW,1012.0454954302483,1036.7295319041568,1007.1086881354665,1031.792724609375,43058754,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-10-14 00:00:00+08:00,2330.TW,1031.792724609375,1041.6663391989384,1021.9191100198117,1031.792724609375,36858874,0.0,0.0,2025-08-24T20:53:11.871038+08:00
2024-10-15 00:00:00+08:00,2330.TW,1036.7295766099592,1061.4136141482916,1036.7295766099592,1056.476806640625,42850176,0.0,0.0,2025-08-24T20:53:11.871038+08:00
