Datetime,Symbol,Open,High,Low,Close,Volume,Dividends,Stock Splits,Updated
2024-10-30 00:00:00+00:00,BTC-USD,72715.3671875,72905.296875,71411.734375,72339.5390625,40646637831,0.0,0.0,2025-08-25T20:50:40.468984+08:00
2024-10-31 00:00:00+00:00,BTC-USD,72335.046875,72662.3125,69590.5,70215.1875,40627912076,0.0,0.0,2025-08-25T20:50:40.468984+08:00
2024-11-01 00:00:00+00:00,BTC-USD,70216.8984375,71559.015625,68779.703125,69482.46875,49989795365,0.0,0.0,2025-08-25T20:50:40.468984+08:00
2024-11-02 00:00:00+00:00,BTC-USD,69486.0234375,69867.3515625,69033.71875,69289.2734375,18184612091,0.0,0.0,2025-08-25T20:50:40.468984+08:00
2024-11-03 00:00:00+00:00,BTC-USD,69296.3828125,69361.65625,67482.5234375,68741.1171875,34868307655,0.0,0.0,2025-08-25T20:50:40.468984+08:00
2024-11-04 00:00:00+00:00,BTC-USD,68742.1328125,69433.1796875,66803.6484375,67811.5078125,41184819348,0.0,0.0,2025-08-25T20:50:40.468984+08:00
2024-11-05 00:00:00+00:00,BTC-USD,67811.171875,70522.7890625,67458.8671875,69359.5625,46046889204,0.0,0.0,2025-08-25T20:50:40.468984+08:00
2024-11-06 00:00:00+00:00,BTC-USD,69358.5,76460.15625,69322.03125,75639.078125,118592653963,0.0,0.0,2025-08-25T20:50:40.468984+08:00
2024-11-07 00:00:00+00:00,BTC-USD,75637.0859375,76943.1171875,74480.421875,75904.859375,63467654989,0.0,0.0,2025-08-25T20:50:40.468984+08:00
2024-11-08 00:00:00+00:00,BTC-USD,75902.8359375,77252.75,75648.7421875,76545.4765625,55176858003,0.0,0.0,2025-08-25T20:50:40.468984+08:00
2024-11-09 00:00:00+00:00,BTC-USD,76556.1875,76932.765625,75773.7890625,76778.8671875,29009480361,0.0,0.0,2025-08-25T20:50:40.468984+08:00
2024-11-10 00:00:00+00:00,BTC-USD,76775.546875,81474.421875,76565.4296875,80474.1875,82570594495,0.0,0.0,2025-08-25T20:50:40.468984+08:00
2024-11-11 00:00:00+00:00,BTC-USD,80471.4140625,89604.5,80283.25,88701.484375,117966845037,0.0,0.0,2025-08-25T20:50:40.468984+08:00
2024-11-12 00:00:00+00:00,BTC-USD,88705.5625,89956.8828125,85155.109375,87955.8125,133673285375,0.0,0.0,2025-08-25T20:50:40.468984+08:00
2024-11-13 00:00:00+00:00,BTC-USD,87929.96875,93434.3515625,86256.9296875,90584.1640625,123559027869,0.0,0.0,2025-08-25T20:50:40.468984+08:00
