date,symbol,close,change,volume
2024-09-03,0050.TW,42.512935638427734,-4.887535777553554,119635984
2024-09-04,0050.TW,42.77360153198242,0.6131448925843497,35275304
2024-09-05,0050.TW,43.381813049316406,1.4219319756818116,34331020
2024-09-08,0050.TW,42.7115364074707,-1.5450636908230009,60735940
2024-09-09,0050.TW,42.786014556884766,0.17437478414155105,37207812
2024-09-10,0050.TW,42.661888122558594,-0.29010983054087447,20056236
2024-09-11,0050.TW,44.26310348510742,3.753268861305137,62978008
2024-09-12,0050.TW,44.287925720214844,0.05607884028233645,18047504
2024-09-15,0050.TW,44.37481689453125,0.19619608031617997,23507632
2024-09-17,0050.TW,44.15139389038086,-0.5034905376205101,36769256
2024-09-18,0050.TW,44.72236633300781,1.2932149866990983,32440304
2024-09-19,0050.TW,45.29334259033203,1.2767129831026125,54531520
2024-09-22,0050.TW,45.491943359375,0.43847673341150806,31601992
2024-09-23,0050.TW,45.92638397216797,0.954983631631201,39809384
2024-09-24,0050.TW,46.609073638916016,1.4864868681186971,46692004
2024-09-25,0050.TW,46.99386215209961,0.8255656745392193,66903724
2024-09-26,0050.TW,46.894561767578125,-0.2113050087266477,45613256
2024-09-29,0050.TW,45.66571807861328,-2.6204396472565783,52747800
2024-09-30,0050.TW,45.578834533691406,-0.1902598898637864,37640876
2024-10-03,0050.TW,45.578834533691406,0.0,35462652
2024-10-06,0050.TW,46.708370208740234,2.4782021888117622,53806008
2024-10-07,0050.TW,46.484947204589844,-0.47833611652882135,37917328
2024-10-08,0050.TW,46.91938781738281,0.934583427363922,45188240
2024-10-10,0050.TW,47.70137405395508,1.6666590783662283,49226984
2024-10-13,0050.TW,47.73861312866211,0.07806709019515523,40439036
2024-10-14,0050.TW,48.756439208984375,2.13208137735188,59070828
2024-10-15,0050.TW,47.91238784790039,-1.731158744932404,71201552
2024-10-16,0050.TW,47.98686599731445,0.1554465405700478,38164820
2024-10-17,0050.TW,49.178470611572266,2.483189075786907,129283608
2024-10-20,0050.TW,49.16605758666992,-0.02524077049972373,52918584
2024-10-21,0050.TW,48.9798698425293,-0.3786916284927111,33857660
2024-10-22,0050.TW,48.657142639160156,-0.6588976336742269,37794896
2024-10-23,0050.TW,48.3592414855957,-0.6122454739557526,32493848
2024-10-24,0050.TW,48.756439208984375,0.8213481253773969,50566572
2024-10-27,0050.TW,48.6695556640625,-0.17819911858096837,45978476
2024-10-28,0050.TW,47.54001235961914,-2.3208416206631055,96980096
2024-10-29,0050.TW,47.6144905090332,0.15666413557209324,56626752
2024-10-31,0050.TW,47.29176330566406,-0.6777919913012909,78483628
2024-11-03,0050.TW,47.89997482299805,1.286083399772786,29118288
2024-11-04,0050.TW,48.07374954223633,0.36278666091249523,40432828
2024-11-05,0050.TW,48.45854187011719,0.8004208773912946,66825504
2024-11-06,0050.TW,49.01710510253906,1.1526620712587476,53994208
2024-11-07,0050.TW,49.401893615722656,0.7850086462239059,51800604
2024-11-10,0050.TW,49.426719665527344,0.050253235225761195,49456052
2024-11-11,0050.TW,48.160640716552734,-2.561527363220173,105088348
2024-11-12,0050.TW,47.85032653808594,-0.6443314994356797,36778360
2024-11-13,0050.TW,47.415889739990234,-0.9079076978710243,48586460
2024-11-14,0050.TW,47.75102996826172,0.706809953602594,29542324
2024-11-17,0050.TW,47.08074951171875,-1.4036984270045627,53578064
2024-11-18,0050.TW,47.726200103759766,1.3709437482093634,30473284
2024-11-19,0050.TW,47.5275993347168,-0.4161252490481049,312000
2024-11-20,0050.TW,47.00627517700195,-1.0968872087213533,63506468
2024-11-21,0050.TW,47.9248046875,1.9540572126579336,31862348
2024-11-24,0050.TW,47.75102996826172,-0.3625987009679088,31306652
2024-11-25,0050.TW,47.130401611328125,-1.2997172152016456,45563288
2024-11-26,0050.TW,46.44771194458008,-1.448512305025551,56290744
2024-11-27,0050.TW,46.37323760986328,-0.16034015799455403,52436456
2024-11-28,0050.TW,46.484947204589844,0.2408923777683425,32512880
2024-12-01,0050.TW,47.589664459228516,2.3765053443571382,42176312
2024-12-02,0050.TW,48.23511505126953,1.3562831328512326,39812424
2024-12-03,0050.TW,48.52060317993164,0.5918678298137303,25820996
2024-12-04,0050.TW,48.78126525878906,0.5372193702761541,29784812
