date,symbol,close,change
2025-08-11 10:00:00,2330.TW,1180.0,0.42553191489360653
2025-08-11 11:00:00,2330.TW,1190.0,0.8474576271186418
2025-08-11 12:00:00,2330.TW,1190.0,0.0
2025-08-11 13:00:00,2330.TW,1185.0,-0.42016806722688926
2025-08-12 09:00:00,2330.TW,1180.0,-0.42194092827003704
2025-08-12 10:00:00,2330.TW,1180.0,0.0
2025-08-12 11:00:00,2330.TW,1185.0,0.4237288135593209
2025-08-12 12:00:00,2330.TW,1180.0,-0.42194092827003704
2025-08-12 13:00:00,2330.TW,1185.0,0.4237288135593209
2025-08-13 09:00:00,2330.TW,1190.0,0.42194092827003704
2025-08-13 10:00:00,2330.TW,1200.0,0.8403361344537785
2025-08-13 11:00:00,2330.TW,1190.0,-0.8333333333333304
2025-08-13 12:00:00,2330.TW,1195.0,0.42016806722688926
2025-08-13 13:00:00,2330.TW,1200.0,0.4184100418409997
2025-08-14 09:00:00,2330.TW,1175.0,-2.083333333333337
2025-08-14 10:00:00,2330.TW,1180.0,0.42553191489360653
2025-08-14 11:00:00,2330.TW,1180.0,0.0
2025-08-14 12:00:00,2330.TW,1185.0,0.4237288135593209
2025-08-14 13:00:00,2330.TW,1180.0,-0.42194092827003704
2025-08-15 09:00:00,2330.TW,1175.0,-0.4237288135593209
2025-08-15 10:00:00,2330.TW,1175.0,0.0
2025-08-15 11:00:00,2330.TW,1185.0,0.8510638297872353
2025-08-15 12:00:00,2330.TW,1180.0,-0.42194092827003704
2025-08-15 13:00:00,2330.TW,1175.0,-0.4237288135593209
2025-08-18 09:00:00,2330.TW,1180.0,0.42553191489360653
2025-08-18 10:00:00,2330.TW,1175.0,-0.4237288135593209
2025-08-18 11:00:00,2330.TW,1180.0,0.42553191489360653
2025-08-18 12:00:00,2330.TW,1185.0,0.4237288135593209
2025-08-18 13:00:00,2330.TW,1180.0,-0.42194092827003704
2025-08-19 09:00:00,2330.TW,1185.0,0.4237288135593209
2025-08-19 10:00:00,2330.TW,1180.0,-0.42194092827003704
2025-08-19 11:00:00,2330.TW,1185.0,0.4237288135593209
2025-08-19 12:00:00,2330.TW,1185.0,0.0
2025-08-19 13:00:00,2330.TW,1185.0,0.0
2025-08-20 09:00:00,2330.TW,1165.0,-1.6877637130801704
2025-08-20 10:00:00,2330.TW,1145.0,-1.716738197424894
2025-08-20 11:00:00,2330.TW,1140.0,-0.4366812227074246
2025-08-20 12:00:00,2330.TW,1140.0,0.0
2025-08-20 13:00:00,2330.TW,1135.0,-0.43859649122807154
2025-08-21 09:00:00,2330.TW,1150.0,1.3215859030837107
2025-08-21 10:00:00,2330.TW,1145.0,-0.43478260869564966
2025-08-21 11:00:00,2330.TW,1145.0,0.0
2025-08-21 12:00:00,2330.TW,1150.0,0.4366812227074135
2025-08-21 13:00:00,2330.TW,1155.0,0.43478260869564966
2025-08-22 09:00:00,2330.TW,1150.0,-0.43290043290042934
2025-08-22 10:00:00,2330.TW,1145.0,-0.43478260869564966
2025-08-22 11:00:00,2330.TW,1145.0,0.0
2025-08-22 12:00:00,2330.TW,1140.0,-0.4366812227074246
2025-08-22 13:00:00,2330.TW,1140.0,0.0
2025-08-25 09:00:00,2330.TW,1165.0,2.1929824561403466
2025-08-25 10:00:00,2330.TW,1175.0,0.8583690987124415
2025-08-25 11:00:00,2330.TW,1175.0,0.0
2025-08-25 12:00:00,2330.TW,1170.0,-0.42553191489361764
2025-08-25 13:00:00,2330.TW,1170.0,0.0
2025-08-26 09:00:00,2330.TW,1165.0,-0.42735042735042583
2025-08-26 10:00:00,2330.TW,1165.0,0.0
2025-08-26 11:00:00,2330.TW,1175.0,0.8583690987124415
2025-08-26 12:00:00,2330.TW,1180.0,0.42553191489360653
2025-08-26 13:00:00,2330.TW,1180.0,0.0
2025-08-27 09:00:00,2330.TW,1180.0,0.0
2025-08-27 10:00:00,2330.TW,1180.0,0.0
2025-08-27 11:00:00,2330.TW,1180.0,0.0
2025-08-27 12:00:00,2330.TW,1185.0,0.4237288135593209
2025-08-27 13:00:00,2330.TW,1185.0,0.0
2025-08-28 09:00:00,2330.TW,1180.0,-0.42194092827003704
2025-08-28 10:00:00,2330.TW,1175.0,-0.4237288135593209
2025-08-28 11:00:00,2330.TW,1175.0,0.0
2025-08-28 12:00:00,2330.TW,1170.0,-0.42553191489361764
2025-08-28 13:00:00,2330.TW,1175.0,0.42735042735042583
